ID,Path,Gene,Chromosome,Start,End,Strand,Length,BioType,Description,Flg22_vs_Mock_pvalue,Flg22_vs_Mock_padj,Flg22_vs_Mock_log2FoldChange,Flg22_SynCom33_vs_Mock_pvalue,Flg22_SynCom33_vs_Mock_padj,Flg22_SynCom33_vs_Mock_log2FoldChange,Flg22_SynCom35_vs_Mock_pvalue,Flg22_SynCom35_vs_Mock_padj,Flg22_SynCom35_vs_Mock_log2FoldChange,Flg22_vs_Mock,Flg22_SynCom33_vs_Mock,Flg22_SynCom35_vs_Mock,cl
AT1G09420.1,ARA:PENTOSE-P-PWY,G6PD4,1,3038462,3041819,-,3357,protein_coding,Glucose-6-phosphate 1-dehydrogenase [Source:UniProtKB/TrEMBL;Acc:F4I0Y8],0.6855574810480739,0.9384196103438033,0.12224143606740792,0.22766928336412978,0.5965146271752689,-0.3700180416693819,0.5104296910702191,0.8385849710254357,-0.20010707621496798,0,0,0,3
AT1G09420.2,ARA:PENTOSE-P-PWY,G6PD4,1,3038469,3041873,-,3404,protein_coding,Glucose-6-phosphate 1-dehydrogenase [Source:UniProtKB/TrEMBL;Acc:F4I0Y8],0.6834230719564979,0.9378699614636201,0.5399336953045039,0.8346121836494442,NA,0.27730213481326177,0.29721651360923246,NA,-1.4349609845502487,0,0,-0,7
AT1G12230.2,ARA:PENTOSE-P-PWY,,1,4147962,4151056,+,3094,protein_coding,Aldolase superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4IC59],0.5642727879668705,0.9026237829786996,0.40723257333385177,0.7240442530419517,0.9214248088866843,0.24986235447935978,0.4757826437974962,0.8202937397506208,0.5028550324008374,0,0,0,6
AT1G12230.1,ARA:PENTOSE-P-PWY,,1,4147991,4151025,+,3034,protein_coding,Aldolase superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4IC59],0.02330102150171657,0.24940843396831655,0.2727860361735785,0.08948160402060798,0.38237734398402823,0.2044216741404764,0.0634479791600445,0.35819539332987665,0.22310996223839277,0,0,0,6
AT1G13700.1,ARA:PENTOSE-P-PWY,PGL1,1,4694372,4695723,-,1351,protein_coding,Probable 6-phosphogluconolactonase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9LMX8],0.0723868054732361,0.4466138343856424,0.6585501626478257,0.015188337727253207,0.14098315528024868,0.8870077098400793,0.6842398965444109,0.912496864249747,0.15026136136464374,0,0,0,9
AT1G24280.1,ARA:PENTOSE-P-PWY,G6PD3,1,8609338,8612580,+,3242,protein_coding,Glucose-6-phosphate 1-dehydrogenase [Source:UniProtKB/TrEMBL;Acc:A0A178WP00],0.6309519723201611,0.9243819041789407,0.14623223680641984,2.048772060250677e-6,1.803295147160558e-4,-1.4490948794026595,1.5517129732608588e-5,0.0011143615137525296,-1.3179955503406604,0,-1,-1,2
AT1G63290.1,ARA:PENTOSE-P-PWY,,1,23471844,23473922,-,2078,protein_coding,Ribulose-phosphate 3-epimerase [Source:UniProtKB/TrEMBL;Acc:Q9C8T3],0.08759965085716048,0.4873572845524403,0.19562724616283142,0.4470135013175854,0.7813448679709684,0.0873319724834684,0.6811749939969741,0.9114488123045532,-0.04724044187097135,0,0,0,7
AT1G64190.1,ARA:PENTOSE-P-PWY,PGD1,1,23825328,23827136,-,1808,protein_coding,"6-phosphogluconate dehydrogenase, decarboxylating 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9SH69]",0.6221356421770037,0.92138627706677,-0.09439936179527289,3.2921790899368714e-5,0.0017151232227845539,-0.7961039455359689,4.491092543712444e-5,0.002619038179337847,-0.7822447007408074,0,0,0,2
AT1G71100.1,ARA:PENTOSE-P-PWY,RPI1,1,26814260,26815922,+,1662,protein_coding,Probable ribose-5-phosphate isomerase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9C998],0.0033436495950655196,0.07633167791962532,0.7625208311248375,0.3298078320556395,0.6925938708944381,0.25473906460143747,0.8106064442164262,0.9529301367677017,-0.06285164910607313,0,0,0,7
AT2G01290.1,ARA:PENTOSE-P-PWY,RPI2,2,148919,150585,-,1666,protein_coding,Probable ribose-5-phosphate isomerase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZU38],0.6770713465521043,0.9361198520858621,-0.15041159678567062,0.944903547885642,0.987776477188274,0.024785358009205026,0.31855750600074845,0.7168305725888131,0.3524457374952778,0,0,0,1
