ID,Path,Gene,Chromosome,Start,End,Strand,Length,BioType,Description,Flg22_vs_Mock_pvalue,Flg22_vs_Mock_padj,Flg22_vs_Mock_log2FoldChange,Flg22_SynCom33_vs_Mock_pvalue,Flg22_SynCom33_vs_Mock_padj,Flg22_SynCom33_vs_Mock_log2FoldChange,Flg22_SynCom35_vs_Mock_pvalue,Flg22_SynCom35_vs_Mock_padj,Flg22_SynCom35_vs_Mock_log2FoldChange,Flg22_vs_Mock,Flg22_SynCom33_vs_Mock,Flg22_SynCom35_vs_Mock,cl
AT1G06250.1,ARA:LIPASYN-PWY,,1,1913175,1914895,-,1720,protein_coding,Phospholipase A1-IIalpha [Source:UniProtKB/Swiss-Prot;Acc:Q9LNC2],0.415544209331447,0.8456074432281361,0.45015234813013294,0.9526254807613362,0.9896085719178265,-0.033705230733492714,0.8637074378425768,NA,0.09618135747141095,0,0,0,7
AT1G06800.1,ARA:LIPASYN-PWY,PLA-I{gamma}1,1,2089417,2091686,-,2269,protein_coding,PLA-I(gamma)1 [Source:UniProtKB/TrEMBL;Acc:A0A178WG46],0.3468157567711618,0.8035755510549998,0.25583215990753666,0.27048360001340516,0.640798460876034,-0.300746662453457,0.007021864104356865,0.1013389361863332,-0.737969837811244,0,0,0,2
AT1G06800.2,ARA:LIPASYN-PWY,PLA-I{gamma}1,1,2089856,2091686,-,1830,protein_coding,PLA-I(gamma)1 [Source:UniProtKB/TrEMBL;Acc:A0A178WG46],0.060244923964642164,0.4108479409211566,1.264940883708708,0.7745847609459577,0.9362927300535707,0.19616099516696528,0.29574910751875055,0.6994615771599042,-0.7342322822407934,0,0,0,7
AT1G07230.1,ARA:LIPASYN-PWY,NPC1,1,2220181,2223018,-,2837,protein_coding,Non-specific phospholipase C1 [Source:UniProtKB/Swiss-Prot;Acc:Q8L7Y9],0.006702991017053342,0.11912398283257172,0.41229320311775963,0.011543766409835227,0.11867575034481682,0.38426310215889536,0.7747588805124248,0.9418840856368269,0.04367225663250107,0,0,0,9
AT1G10740.3,ARA:LIPASYN-PWY,,1,3567905,3570838,-,2933,protein_coding,Alpha/beta-Hydrolases superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9SAC8],0.7585857623920226,0.9546669109129219,0.5064635061775734,0.616595631587056,0.8757501858891129,-0.8283766850939202,0.6421638060988293,0.8984641208974752,-0.7683110710082749,0,0,0,2
AT1G10740.4,ARA:LIPASYN-PWY,,1,3567905,3570838,-,2933,protein_coding,Alpha/beta-Hydrolases superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9SAC8],0.06335051416152776,0.42059260524226344,0.542109570789666,0.019226220212222398,0.16120999742512865,0.6823196662771488,0.25824490107216613,0.6660300393841154,0.3307518891020945,0,0,0,9
AT1G10740.1,ARA:LIPASYN-PWY,,1,3568112,3571053,-,2941,protein_coding,Alpha/beta-Hydrolases superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9SAC8],0.7216070117325396,0.9469634108990473,-0.7768384067934168,0.92340244702743,0.9812723894216695,0.20947859645488529,0.7613403099323465,0.9375026658267344,-0.6620615568320859,0,0,0,10
AT1G10740.2,ARA:LIPASYN-PWY,,1,3568170,3570870,-,2700,protein_coding,Alpha/beta-Hydrolases superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9SAC8],0.1914441183516087,0.6667061162661273,0.5927327006291331,0.08324467016510248,0.3690049976737542,0.7849938802838119,0.1620634841934623,0.5522554253153422,0.6338868768551484,0,0,0,6
AT1G23330.1,ARA:LIPASYN-PWY,,1,8279554,8282416,-,2862,protein_coding,Alpha/beta-Hydrolases superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9LR26],0.7485221007769275,0.9530196132125169,-0.06807311887695264,0.01582807714944723,0.14394126181713138,-0.5139811310853183,0.056566735758528504,0.34115881897184225,-0.4055393930159746,0,0,0,2
AT1G23330.2,ARA:LIPASYN-PWY,,1,8279588,8282421,-,2833,protein_coding,Alpha/beta-Hydrolases superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9LR26],0.5160493842609168,0.886043035602738,0.7154489287191105,0.561176693349442,0.8467696444968922,0.6405076793789808,0.8755701077039542,0.9706346534814149,0.17309411755855392,0,0,0,9
AT1G30370.1,ARA:LIPASYN-PWY,,1,10719065,10720843,-,1778,protein_coding,DLAH [Source:UniProtKB/TrEMBL;Acc:A0A178W2K8],5.779812417605031e-6,7.163642726970554e-4,-1.1706538039124992,0.35268925721033045,0.7130174183897198,-0.23548417490383156,0.08229816709321307,0.4087385020496532,-0.44102891591004695,-1,0,0,10
AT1G51440.1,ARA:LIPASYN-PWY,,1,19070798,19072753,+,1955,protein_coding,"Phospholipase A1-Igamma3, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9C8J6]",0.15834401709251053,0.6199658834741543,0.972937926140795,0.22346375911677052,0.5918377115839434,0.8424942511722442,0.42850622234009156,NA,0.5509272352545684,0,0,0,9
AT1G55180.2,ARA:LIPASYN-PWY,PLDALPHA4,1,20585008,20587532,-,2524,protein_coding,Phospholipase D alpha 4 [Source:UniProtKB/Swiss-Prot;Acc:Q9C888],0.4564149039403135,0.8641384981661862,-0.22637316667585933,0.5816378632812937,0.8589068967986313,-0.16731646322560614,0.3205550350095244,0.7183896629957278,0.29889678227547684,0,0,0,4
AT1G55180.1,ARA:LIPASYN-PWY,PLDALPHA4,1,20585008,20587723,-,2715,protein_coding,Phospholipase D alpha 4 [Source:UniProtKB/Swiss-Prot;Acc:Q9C888],0.643581659489294,0.9273392630027173,-0.6532621652508408,0.9772714095494127,0.994954644313541,0.040149596861947114,0.3184946560084643,0.7168193165821553,-1.412560382582513,0,0,-0,10
AT1G61850.2,ARA:LIPASYN-PWY,,1,22855751,22862398,+,6647,protein_coding,phospholipases;galactolipases [Source:TAIR;Acc:AT1G61850],0.05827678828257471,0.4042465256631618,0.1324677859985856,0.0074311577761735055,0.0900811335416722,0.18695561873638591,0.07383325848948243,0.3875616636660527,-0.12594848982324564,0,0,0,9
AT1G61850.2,ARA:LIPASYN-PWY,,1,22855751,22862398,+,6647,protein_coding,phospholipases;galactolipases [Source:TAIR;Acc:AT1G61850],0.05827678828257471,0.4042465256631618,0.1324677859985856,0.0074311577761735055,0.0900811335416722,0.18695561873638591,0.07383325848948243,0.3875616636660527,-0.12594848982324564,0,0,0,9
AT1G61850.1,ARA:LIPASYN-PWY,,1,22855751,22862398,+,6647,protein_coding,phospholipases;galactolipases [Source:TAIR;Acc:AT1G61850],0.532687834436369,0.8912765061852691,-0.34067231197205017,0.45242103466494565,0.784296890241747,0.40847873198385226,0.33571586480591104,0.7301296547436751,0.5228826674658453,0,0,0,1
AT1G61850.1,ARA:LIPASYN-PWY,,1,22855751,22862398,+,6647,protein_coding,phospholipases;galactolipases [Source:TAIR;Acc:AT1G61850],0.532687834436369,0.8912765061852691,-0.34067231197205017,0.45242103466494565,0.784296890241747,0.40847873198385226,0.33571586480591104,0.7301296547436751,0.5228826674658453,0,0,0,1
AT2G06925.1,ARA:LIPASYN-PWY,PLA2-ALPHA,2,2842020,2843386,-,1366,protein_coding,PLA2-ALPHA [Source:UniProtKB/TrEMBL;Acc:A0A178VVH8],0.9897136672364467,0.9977997960322528,-0.004950570487932245,0.7193117911153046,0.919780187502129,0.13785006809764164,0.777773043675738,0.9430806856887709,-0.10839542895612359,0,0,0,10
AT2G19690.1,ARA:LIPASYN-PWY,PLA2-BETA,2,8503217,8504924,+,1707,protein_coding,Phospholipase A2-beta [Source:UniProtKB/TrEMBL;Acc:F4ITF6],0.9732389890571985,0.9946817906507939,-0.015233473061697101,0.6289980990032948,0.8814373697676972,0.2174723568050571,0.8344556104725354,0.9593657402620065,-0.09490202154303684,0,0,0,5
AT2G26560.1,ARA:LIPASYN-PWY,PLP2,2,11293702,11295918,-,2216,protein_coding,Patatin-like protein 2 [Source:UniProtKB/Swiss-Prot;Acc:O48723],0.04621965936487742,0.3613280035326557,0.8881699520394448,0.007916667951408567,0.09360378544277845,1.1827825710760524,0.7531723215809417,0.9352149304812711,-0.14038693629857582,0,0,0,9
AT2G30550.2,ARA:LIPASYN-PWY,,2,13014530,13017329,+,2799,protein_coding,"Phospholipase A1-Igamma2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q3EBR6]",0.0013212919312655302,0.040986387914372945,0.8017488454364027,0.10684156101397736,0.41739788449029785,0.4033207329799413,0.02542491925610967,0.22129982180299798,-0.5623550690241546,0,0,0,7
AT2G30550.1,ARA:LIPASYN-PWY,,2,13014859,13016780,+,1921,protein_coding,"Phospholipase A1-Igamma2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q3EBR6]",0.5489830412085078,0.8972259061811516,0.4902798510747779,0.6417875292570209,0.8878535647804252,0.3809508291766367,0.018313305034518806,0.18403571116142584,-2.021499565062912,0,0,-0,9
AT2G39220.1,ARA:LIPASYN-PWY,PLP6,2,16374881,16377168,-,2287,protein_coding,Patatin-like protein 6 [Source:UniProtKB/Swiss-Prot;Acc:O80959],0.04786644690918749,0.3672383030329364,-0.3595445830644837,5.27981404261848e-4,0.014235111148063582,-0.6361959310457803,0.6489156482633778,0.9002740547118452,-0.08189817609902147,0,0,0,8
AT2G42010.2,ARA:LIPASYN-PWY,PLDBETA1,2,17532813,17538620,-,5807,protein_coding,phospholipase D beta 1 [Source:TAIR;Acc:AT2G42010],0.3323618193926252,0.7934100549978528,-0.6011979852887598,0.5897256729741123,0.863965698332409,-0.333151668723086,0.7940845856931646,0.9474231972422371,-0.16072992575582884,0,0,0,8
AT2G42010.2,ARA:LIPASYN-PWY,PLDBETA1,2,17532813,17538620,-,5807,protein_coding,phospholipase D beta 1 [Source:TAIR;Acc:AT2G42010],0.3323618193926252,0.7934100549978528,-0.6011979852887598,0.5897256729741123,0.863965698332409,-0.333151668723086,0.7940845856931646,0.9474231972422371,-0.16072992575582884,0,0,0,8
AT2G42010.1,ARA:LIPASYN-PWY,PLDBETA1,2,17532813,17538628,-,5815,protein_coding,phospholipase D beta 1 [Source:TAIR;Acc:AT2G42010],0.15051284750324653,0.6081083760873272,0.12045177136491209,0.8530968880999015,0.9608909814462352,0.015568739350362914,7.267504007226943e-5,0.0037680868217281884,-0.3366176187412361,0,0,0,2
AT2G42010.1,ARA:LIPASYN-PWY,PLDBETA1,2,17532813,17538628,-,5815,protein_coding,phospholipase D beta 1 [Source:TAIR;Acc:AT2G42010],0.15051284750324653,0.6081083760873272,0.12045177136491209,0.8530968880999015,0.9608909814462352,0.015568739350362914,7.267504007226943e-5,0.0037680868217281884,-0.3366176187412361,0,0,0,2
AT2G42690.1,ARA:LIPASYN-PWY,,2,17776241,17777717,-,1476,protein_coding,Phospholipase A1-IIdelta [Source:UniProtKB/Swiss-Prot;Acc:Q9SJI7],0.9321314413665026,0.9914160770093069,-0.034718141295361736,0.3738806086120644,0.7296938912230309,-0.3655438381091152,0.4177133336389744,0.7840639292101463,0.32762129123699235,0,0,0,4
AT3G03310.1,ARA:LIPASYN-PWY,LCAT3,3,778568,781703,-,3135,protein_coding,Phospholipase A(1) LCAT3 [Source:UniProtKB/Swiss-Prot;Acc:Q93V61],0.25714597107635867,0.7353665947748731,0.21645309491973438,0.9781513830608598,0.9950797714787954,-0.005250214841323467,0.8986192522103025,0.9772338869898635,-0.024396647242990614,0,0,0,7
AT3G03370.2,ARA:LIPASYN-PWY,,3,797254,798828,-,1574,protein_coding,BEST Arabidopsis thaliana protein match is: DegP protease 7 (TAIR:AT3G03380.1); Has 55 Blast hits to 55 proteins in 11 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 55; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). [Source:TAIR;Acc:AT3G03370],0.8107787236545976,0.9664689020754437,-0.07568743648009517,0.17803489504734235,0.5343829889082913,0.4140100375716266,0.17629326232499068,0.5722929840796959,-0.4361498309657544,0,0,0,10
AT3G03370.1,ARA:LIPASYN-PWY,,3,797254,799148,-,1894,protein_coding,BEST Arabidopsis thaliana protein match is: DegP protease 7 (TAIR:AT3G03380.1); Has 55 Blast hits to 55 proteins in 11 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 55; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). [Source:TAIR;Acc:AT3G03370],0.965524699132333,0.9946629527453268,0.02834182848320782,0.09011105227024326,NA,1.0343464030886007,0.41554914760681616,NA,0.5101693073737897,0,0,0,5
AT3G03530.1,ARA:LIPASYN-PWY,NPC4,3,842499,845096,-,2597,protein_coding,Non-specific phospholipase C4 [Source:UniProtKB/Swiss-Prot;Acc:Q9SRQ7],0.7991577143084321,0.9656926372445539,0.07876758372368213,0.06641627253126499,0.32627010036688636,-0.5703163951930182,3.5479310318821124e-6,3.282927875577687e-4,-1.4507497402032175,0,0,-1,2
AT3G05630.1,ARA:LIPASYN-PWY,PLPZETA2,3,1635194,1640357,+,5163,protein_coding,Phospholipase D zeta 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9M9W8],0.0015284869858231632,0.04530629519565357,0.7532245074075444,0.8335194934858644,0.9538215972492172,0.050927261132759125,0.012483886420522578,0.1455122768919245,-0.6196153752886007,0,0,0,7
