ID,Path,Gene,Chromosome,Start,End,Strand,Length,BioType,Description,Flg22_vs_Mock_pvalue,Flg22_vs_Mock_padj,Flg22_vs_Mock_log2FoldChange,Flg22_SynCom33_vs_Mock_pvalue,Flg22_SynCom33_vs_Mock_padj,Flg22_SynCom33_vs_Mock_log2FoldChange,Flg22_SynCom35_vs_Mock_pvalue,Flg22_SynCom35_vs_Mock_padj,Flg22_SynCom35_vs_Mock_log2FoldChange,Flg22_vs_Mock,Flg22_SynCom33_vs_Mock,Flg22_SynCom35_vs_Mock,cl
AT1G32060.1,ARA:CALVIN-PWY,PRK,1,11532199,11534639,+,2440,protein_coding,Phosphoribulokinase [Source:UniProtKB/TrEMBL;Acc:A0A178WLP9],0.001599650360667759,0.04679097980508324,2.316908440559153,3.98217500330512e-4,0.011707303261393943,2.591052108457917,0.05773661750186205,NA,1.4145281150542248,1,1,0,9
AT1G42970.1,ARA:CALVIN-PWY,GAPB,1,16127353,16129895,+,2542,protein_coding,"Glyceraldehyde-3-phosphate dehydrogenase GAPB, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P25857]",0.019193687676957272,0.22433580043286924,1.4320730473844685,0.028923102324046265,0.20656504693810088,1.3372271971419192,0.2695558399303431,0.6772352053074738,0.6802860887159017,0,0,0,9
AT1G43670.1,ARA:CALVIN-PWY,CYFBP,1,16467298,16470500,+,3202,protein_coding,"Fructose-1,6-bisphosphatase, cytosolic [Source:UniProtKB/Swiss-Prot;Acc:Q9MA79]",0.4103030930511785,0.8438674149004016,0.16302137563578645,2.836140313638453e-4,0.00899069857443737,0.7133510547990509,0.030383307901652824,0.24438703493746694,0.42652172242268077,0,0,0,5
AT1G56190.1,ARA:CALVIN-PWY,,1,21028137,21030684,+,2547,protein_coding,Phosphoglycerate kinase [Source:UniProtKB/TrEMBL;Acc:A0A178W4Q1],0.06462603864878164,0.42434129596601555,0.6497898276879059,0.1619087564840862,0.5092349586761676,0.49220482111565295,0.7702970528377204,0.9401913865193876,0.10290909526539893,0,0,0,9
AT1G56190.2,ARA:CALVIN-PWY,,1,21028179,21030622,+,2443,protein_coding,Phosphoglycerate kinase [Source:UniProtKB/TrEMBL;Acc:A0A178W4Q1],0.7675393501277037,0.9571733012705728,-0.03724006394813006,0.9054218242940497,0.9755444952606935,0.014963266672562406,0.5063443793710258,0.8365361819858198,0.08358030167802873,0,0,0,4
AT1G63290.1,ARA:CALVIN-PWY,,1,23471844,23473922,-,2078,protein_coding,Ribulose-phosphate 3-epimerase [Source:UniProtKB/TrEMBL;Acc:Q9C8T3],0.08759965085716048,0.4873572845524403,0.19562724616283142,0.4470135013175854,0.7813448679709684,0.0873319724834684,0.6811749939969741,0.9114488123045532,-0.04724044187097135,0,0,0,7
AT1G67090.2,ARA:CALVIN-PWY,RBCS-1A,1,25048158,25049424,-,1266,protein_coding,Ribulose bisphosphate carboxylase small chain [Source:UniProtKB/TrEMBL;Acc:A0A178WD57],0.9869007609373394,0.9974813419866954,-0.02236979143312552,0.32282840337552376,0.6863550410899106,1.3392842283179665,0.43679115948133646,0.797010886767086,-1.069062806895216,0,0,-0,9
AT1G67090.1,ARA:CALVIN-PWY,RBCS-1A,1,25048158,25049667,-,1509,protein_coding,Ribulose bisphosphate carboxylase small chain [Source:UniProtKB/TrEMBL;Acc:A0A178WD57],2.9646702766758856e-5,0.0025798397840671567,2.476842839541871,4.316500680192807e-5,0.002109748568817146,2.4261286342011084,5.733207022677386e-4,0.017503742963397535,2.0450984516444177,1,1,1,6
AT1G71100.1,ARA:CALVIN-PWY,RPI1,1,26814260,26815922,+,1662,protein_coding,Probable ribose-5-phosphate isomerase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9C998],0.0033436495950655196,0.07633167791962532,0.7625208311248375,0.3298078320556395,0.6925938708944381,0.25473906460143747,0.8106064442164262,0.9529301367677017,-0.06285164910607313,0,0,0,7
AT1G79550.1,ARA:CALVIN-PWY,PGK3,1,29924023,29926484,-,2461,protein_coding,Phosphoglycerate kinase [Source:UniProtKB/TrEMBL;Acc:A0A178WHC3],0.10799609234727787,0.5326780318259554,0.17654304942887214,0.19362566639053072,0.5537871224502869,-0.14285682132367358,0.00814724140357267,0.11187576123695848,-0.2908043167406267,0,0,0,2
AT1G79550.2,ARA:CALVIN-PWY,PGK3,1,29924023,29926636,-,2613,protein_coding,Phosphoglycerate kinase [Source:UniProtKB/TrEMBL;Acc:A0A178WHC3],0.4437167726276712,0.8585274690318654,0.2957662364648272,0.9123017178158591,0.9778094963979127,-0.0425408875318637,0.6290581306124083,0.8934868642267871,-0.18659275021290364,0,0,0,7
AT2G01140.1,ARA:CALVIN-PWY,FBA3,2,94727,96863,-,2136,protein_coding,"Fructose-bisphosphate aldolase 3, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9ZU52]",0.4049636306751547,0.8403341915918284,0.13370480731523143,0.024917951041569953,0.18925221131554149,-0.36027522507019233,0.03196616032835883,0.2528163262798672,-0.34450978020987105,0,0,0,2
AT2G01290.1,ARA:CALVIN-PWY,RPI2,2,148919,150585,-,1666,protein_coding,Probable ribose-5-phosphate isomerase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZU38],0.6770713465521043,0.9361198520858621,-0.15041159678567062,0.944903547885642,0.987776477188274,0.024785358009205026,0.31855750600074845,0.7168305725888131,0.3524457374952778,0,0,0,1
AT2G21170.1,ARA:CALVIN-PWY,TIM,2,9070734,9073329,-,2595,protein_coding,TIM [Source:UniProtKB/TrEMBL;Acc:A0A178VN28],0.18417040768524587,0.6584216253361558,0.3053674687969004,0.9723061590584074,0.9937931168684767,0.007991858007743727,0.08011840536810164,0.403481780939932,0.4021762233179481,0,0,0,6
AT2G21170.2,ARA:CALVIN-PWY,TIM,2,9070754,9073233,-,2479,protein_coding,TIM [Source:UniProtKB/TrEMBL;Acc:A0A178VN28],0.6429865455720439,0.9273392630027173,-0.1309858045224592,0.1956866740096368,0.5571283795418746,-0.3659309407751957,0.6838496491059828,0.9123340463070628,-0.11504304386950891,0,0,0,3
AT2G21330.2,ARA:CALVIN-PWY,FBA1,2,9128147,9130240,-,2093,protein_coding,"Fructose-bisphosphate aldolase 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9SJU4]",0.9542023580102422,NA,0.11375504710641854,0.3136594354787139,NA,1.9609502789961601,0.727806088914279,NA,-0.7003025939635162,0,0,0,5
AT2G36460.1,ARA:CALVIN-PWY,FBA6,2,15296613,15298754,-,2141,protein_coding,"Fructose-bisphosphate aldolase 6, cytosolic [Source:UniProtKB/Swiss-Prot;Acc:Q9SJQ9]",0.22701616560832044,0.7035888376869545,0.3028254642992049,0.10828208950552734,0.42039848788093387,-0.4040044635153292,0.02749536403855594,0.23096489805851214,-0.5547744390392659,0,0,0,2
AT2G36460.3,ARA:CALVIN-PWY,FBA6,2,15296701,15298514,-,1813,protein_coding,"Fructose-bisphosphate aldolase 6, cytosolic [Source:UniProtKB/Swiss-Prot;Acc:Q9SJQ9]",0.5634236110861663,0.9022443842976564,-0.1567219850548193,0.038297624069334804,0.2414191023129711,-0.5625517074431292,0.010053644768951358,0.1272194731864226,-0.6990564241658398,0,0,0,2
AT2G45290.1,ARA:CALVIN-PWY,TKL-2,2,18672497,18676451,+,3954,protein_coding,"Transketolase-2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:F4IW47]",3.9384470087271053e-4,0.017428094654258285,0.4333780860773524,0.015223593775318216,0.14111746478210493,0.2972592330136528,0.6693857569851459,0.9068250161690296,-0.05247139758777947,0,0,0,7
AT2G45290.2,ARA:CALVIN-PWY,TKL-2,2,18672563,18676484,+,3921,protein_coding,"Transketolase-2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:F4IW47]",0.005753872373761962,0.10898289496060544,0.39105297240352865,0.9169158508933666,0.9796804330442195,-0.014829847379714477,0.2504054723425218,0.6589590855159625,-0.16349705317759056,0,0,0,7
AT3G01850.1,ARA:CALVIN-PWY,,3,299949,302277,-,2328,protein_coding,Ribulose-phosphate 3-epimerase [Source:UniProtKB/TrEMBL;Acc:Q94K13],0.2785234245371437,0.7534782407589804,0.4731492974631402,0.03760335924649996,0.23967296098148688,0.8948441770267884,0.2903193125071841,0.6954968012372736,0.46049641502556027,0,0,0,5
