ID,Gene,Chromosome,Start,End,Strand,Length,BioType,Description,Mock_1,Mock_2,Mock_3,SynCom33_1,SynCom33_2,SynCom33_3,SynCom35_1,SynCom35_2,SynCom35_3,SynCom33_vs_Mock_pvalue,SynCom33_vs_Mock_padj,SynCom33_vs_Mock_log2FoldChange,SynCom35_vs_Mock_pvalue,SynCom35_vs_Mock_padj,SynCom35_vs_Mock_log2FoldChange,SynCom33_vs_SynCom35_pvalue,SynCom33_vs_SynCom35_padj,SynCom33_vs_SynCom35_log2FoldChange,cl
AT3G12230.1,SCPL14,3,3899364,3901879,-,2515,protein_coding,Serine carboxypeptidase-like 14 [Source:UniProtKB/Swiss-Prot;Acc:Q9C7D3],342.45862785847476,603.355954451101,481.9311849546649,10.887216712689739,10.377967346090296,7.258629176169271,667.8666421546124,733.87559305788,529.5886563202431,7.194268464145945e-22,1.5719476594158888e-17,-6.410199650774499,0.9157284009216811,0.9999796823114843,0.04185119908523766,3.778079895109801e-42,8.85052996228422e-38,-6.452050849859737,1
AT5G49850.1,JAL46,5,20259440,20262585,-,3145,protein_coding,Jacalin-related lectin 46 [Source:UniProtKB/Swiss-Prot;Acc:Q9LTA8],734.9475684555616,612.4129089471281,618.6784874406488,56.5794322039264,33.755436366817094,25.93064643585206,606.6748876512382,594.037446433839,445.7878581380485,2.824758198139765e-20,3.0860483314676935e-16,-4.21324975957055,0.6329074676769513,0.9999796823114843,-0.14020431386705715,3.0441231748215456e-40,3.5655814746684766e-36,-4.073045445703492,1
AT5G41280.1,CRRSP57,5,16509507,16511078,+,1571,protein_coding,Cysteine-rich repeat secretory protein 57 [Source:UniProtKB/Swiss-Prot;Acc:Q9FHD5],262.41293926258135,511.8044297348139,448.4573245539703,22.867399447084157,20.750765310028743,17.62661409202838,341.72623140387014,543.9936371498775,478.934888843465,9.327243523062853e-18,6.050496801249028e-14,-5.1249249035421744,0.29722608870066364,0.9999796823114843,-0.40518861506909665,3.130940213990502e-32,1.2224234242156917e-28,-4.719736288473078,1
AT5G41290.1,CRRSP58,5,16512154,16513671,+,1517,protein_coding,Cysteine-rich repeat secretory protein 58 [Source:UniProtKB/Swiss-Prot;Acc:Q9FHD4],185.2142874442262,467.4188765629163,441.0191229299227,34.84711183698417,29.827439323875794,25.92096504489175,402.3512045499507,583.3124731288581,539.8007061355187,1.3845530437640796e-17,6.050496801249028e-14,-4.87511893693584,0.37395206233225925,0.9999796823114843,-0.33591098857725377,9.259829855752433e-34,4.33841548401713e-30,-4.539207948358586,1
AT2G26400.1,ARD,2,11231800,11233295,-,1495,protein_coding,acireductone dioxygenase 3 [Source:TAIR;Acc:AT2G26400],1111.8381795133982,1397.8067283247071,761.3596000922149,19.619908510936824,3.885359622433586,7.2553234119579635,1075.5787900617104,1151.131358470406,993.3017886520341,1.1558378590037213e-17,6.050496801249028e-14,-6.660247218094669,0.7590489499158241,0.9999796823114843,0.1503329353189076,1.899950647331102e-37,1.1127060966094599e-33,-6.810580153413577,1
AT5G52710.2,,5,21375704,21378172,+,2468,protein_coding,Copper transport protein family [Source:UniProtKB/TrEMBL;Acc:Q9LTE6],170.89024936722367,660.909015175357,820.0776990744321,51.154357501334694,6.488863238022821,10.370886996022495,964.3556581136061,737.964558220648,1030.6024184942446,4.644136687320039e-16,1.6912397769657142e-12,-7.643888661569929,0.2565517717730766,0.9999796823114843,-0.7009277192228754,1.1897888292511453e-29,3.981713302005333e-26,-6.942960942347054,1
AT2G30660.1,,2,13058250,13061675,-,3425,protein_coding,Probable 3-hydroxyisobutyryl-CoA hydrolase 3 [Source:UniProtKB/Swiss-Prot;Acc:Q6NMB0],310.68236353555307,582.4883286228398,456.0541830097581,5.443474417306578,0,2.0739171096168607,342.7470405029671,440.2465921390587,262.5922318996033,1.539141814481392e-15,4.804321235202631e-12,-8.266471386714707,0.17404325925678574,0.9999796823114843,-0.7587561247451415,1.0026857433241957e-21,1.8068397094702008e-18,-7.507715261969564,1
AT2G24850.1,TAT3,2,10582074,10585216,-,3142,protein_coding,Probable aminotransferase TAT3 [Source:UniProtKB/Swiss-Prot;Acc:Q9SK47],155.53255497160674,132.10090398807978,361.18909413678153,36.99501101213086,10.386003486147004,3.1116491439510368,541.8111667169969,106.29731227172576,42.33730591542602,4.904086455497157e-15,1.339428613157661e-11,-7.529492749684451,0.008318112687339625,0.9999796823114843,-1.3924525137404549,1.6843791159420326e-19,2.0767507984241084e-16,-6.137040235943996,1
AT4G13310.1,CYP71A20,4,7750305,7753210,+,2905,protein_coding,Cytochrome P450 71A20 [Source:UniProtKB/Swiss-Prot;Acc:Q9T0K2],383.6277041347422,2888.29687164346,2453.9553089166047,586.6192445840646,699.536370931141,432.47363982227307,3986.6489218790994,2864.496613786308,5409.7149726325615,8.588357189890825e-15,2.085062273323495e-11,-4.55112365923566,0.162252972184186,0.9999796823114843,-0.5833071390594597,1.5475263805201691e-27,4.5315441237581856e-24,-3.967816520176201,1
AT4G04700.1,CPK27,4,2385038,2388105,-,3067,protein_coding,Calcium-dependent protein kinase 27 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZSA4],412.7240829515765,580.8835293464605,543.3767560655272,89.24388633695757,101.23251272665968,101.63679517179051,506.2388798848626,543.7811083693227,499.16709372430836,1.0447965884759923e-12,2.2828805458200434e-9,-2.732804063317635,0.3907077533452594,0.9999796823114843,-0.22609272269600683,2.30656745895395e-24,4.912149935768657e-21,-2.506711340621628,1
