ID,Gene,Chromosome,Start,End,Strand,Length,BioType,Description,Mock_1,Mock_2,Mock_3,Flg22_SynCom35_1,Flg22_SynCom35_2,Flg22_SynCom35_3,Flg22_SynCom35_vs_Mock_pvalue,Flg22_SynCom35_vs_Mock_padj,Flg22_SynCom35_vs_Mock_log2FoldChange,cl
AT3G46130.3,ATMYB48,3,16945433,16946376,+,943,protein_coding,myb domain protein 48 [Source:TAIR;Acc:AT3G46130],1.1091829133441469,0.9400509454986085,0.9647332386523769,1.0405334846972523,7.046137879593362,0.8744011171022847,NA,NA,5.461985444009368,6
AT5G15840.2,CO,5,5171183,5173083,-,1900,protein_coding,Zinc finger protein CONSTANS [Source:UniProtKB/Swiss-Prot;Acc:Q39057],1.1091829133441469,0.9400509454986085,0,3.3940878796496188,4.323597355807428,2.77246179240857,0.005600895610053629,NA,4.0833042395535,6
AT4G36080.3,,4,17059826,17078007,-,18181,protein_coding,Phosphotransferases/inositol or phosphatidylinositol kinase [Source:UniProtKB/TrEMBL;Acc:F4JPL2],0,7.455600425088956,1.5377459377206832,8.741545232717918,9.845676203801165,7.532531802641356,0.13378144651580753,0.509226278208963,3.115834687619815,6
AT3G51570.2,,3,19126329,19130456,+,4127,protein_coding,Disease resistance protein (TIR-NBS-LRR class) family [Source:UniProtKB/TrEMBL;Acc:Q9SCZ2],3.512872752684049,2.70300674632173,0,6.187355921504677,5.211162968837035,4.604718600635658,2.2090997522696826e-5,NA,3.076728503705215,6
AT5G63370.2,CDKG1,5,25383838,25387270,-,3432,protein_coding,Cyclin-dependent kinase G1 [Source:UniProtKB/Swiss-Prot;Acc:Q9FGW5],1.7287776314278425,0.9400509454986085,7.250968343806329,8.950157711795146,9.647413303434346,0.8744011171022851,0.12663433299845397,0.4981309325174633,3.0666396913118827,6
AT1G78040.1,,1,29344539,29347183,+,2644,protein_coding,"Allergen, putative [Source:UniProtKB/TrEMBL;Acc:Q8LD45]",0,2.89339559201044,1.5377459377206828,4.162839260664967,4.461108861810825,5.1013927781168,0.013426491807781823,NA,3.065512451028545,6
AT5G36740.1,,5,14460329,14466040,+,5711,protein_coding,Acyl-CoA N-acyltransferase with RING/FYVE/PHD-type zinc finger protein [Source:TAIR;Acc:AT5G36740],0,4.406612295626786,3.257813758397973,6.3457352144354715,6.249661471356858,6.309707542451964,9.329201629436158e-4,0.024952121165723252,3.0036075396002424,6
AT5G49190.3,SUS2,5,19943231,19947013,-,3782,protein_coding,Sucrose synthase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q00917],0,0.9400509454986085,2.52569632892835,0,4.702129241618322,4.448317747317949,0.12369839785612687,NA,2.999945203102515,6
AT1G61660.5,BHLH112,1,22753699,22756366,-,2667,protein_coding,Transcription factor bHLH112 [Source:UniProtKB/Swiss-Prot;Acc:Q94JL3],3.3586599662022834,2.89339559201044,0,5.663300301113402,4.089116607081727,5.89062384580202,0.06513523276604741,NA,2.9902418034659832,6
AT3G23360.1,,3,8355238,8356393,-,1155,protein_coding,Putative protein phosphatase 2C-like protein 44 [Source:UniProtKB/Swiss-Prot;Acc:Q9LW60],1.1091829133441469,0.9400509454986085,0,2.0603810187887097,3.001537547361257,2.5848378301139086,0.016803869423160863,NA,2.9227205072734916,6
AT3G06960.2,TGD4,3,2194227,2196547,-,2320,protein_coding,"Protein TRIGALACTOSYLDIACYLGLYCEROL 4, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9M903]",0,2.2247762417604093,2.265079909517326,4.323787017594515,3.808986551759325,4.604718600635658,8.825711889987133e-5,NA,2.82368223015418,6
AT1G08620.1,PKDM7D,1,2736854,2743881,+,7027,protein_coding,Transcription factor jumonji (jmj) family protein / zinc finger (C5HC2 type) family protein [Source:TAIR;Acc:AT1G08620],6.600663016443359,6.565243629727825,4.738550089003114,8.045432322446539,10.024123187851112,7.782303324051774,0.004166282583836195,0.07236998296168316,2.8216241803177278,6
AT1G64680.1,,1,24035941,24037429,+,1488,protein_coding,At1g64680 [Source:UniProtKB/TrEMBL;Acc:Q9SGU7],1.1091829133441469,0.9400509454986085,0.9647332386523769,3.070203323237951,3.1714869411106053,2.77246179240857,0.02755325129013062,NA,2.817140709525168,6
AT1G15125.1,,1,5204312,5205964,+,1652,protein_coding,F9L1.6 [Source:UniProtKB/TrEMBL;Acc:Q9XI57],3.652181693117092,4.582850997235592,0,5.859903975916142,6.461168727304074,6.546746454012557,0.0017485587985272902,0.03927808363675961,2.774936984769236,6
AT3G28480.2,,3,10676041,10678305,-,2264,protein_coding,Oxoglutarate/iron-dependent oxygenase [Source:UniProtKB/TrEMBL;Acc:F4J0A6],1.1091829133441469,0,4.020345890600543,5.077526413516975,0,6.294473048776819,0.24438175376125218,0.6531106408237876,2.748362519859907,6
AT5G55450.1,,5,22467337,22468306,+,969,protein_coding,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9FJ65],1.1091829133441469,0.9400509454986081,0,2.386246063871011,2.3233339166636755,2.5848378301139086,0.04239348650954282,NA,2.7202202888283997,6
AT2G17036.2,,2,7403856,7405238,+,1382,protein_coding,F-box protein At2g17036 [Source:UniProtKB/Swiss-Prot;Acc:Q6DR20],2.1608243898719253,0,1.5377459377206828,2.8761591465917937,4.171584506214837,3.4592956138042443,0.0104539778933936,NA,2.69394449901492,6
AT3G26020.1,,3,9513645,9516930,+,3285,protein_coding,Serine/threonine protein phosphatase 2A regulatory subunit [Source:UniProtKB/TrEMBL;Acc:F4JBC4],2.1608243898719253,5.372193769566747,0,6.570947779646634,5.932465613772122,7.033274537605354,0.030913357684247442,0.2477393601491089,2.6887751081540827,6
AT1G04445.2,,1,1206760,1207862,+,1102,protein_coding,C2H2-like zinc finger protein [Source:TAIR;Acc:AT1G04445],0,0.9400509454986085,0.9647332386523769,3.3940878796496188,2.0013179980374125,0,0.09566839206721355,NA,2.6570135406385487,6
AT2G37025.3,TRFL8,2,15549837,15552160,+,2323,protein_coding,TRF-like 8 [Source:UniProtKB/TrEMBL;Acc:F4IPY7],1.1091829133441469,0.9400509454986085,1.5377459377206828,3.2412155752869647,2.0013179980374125,3.8411630860922368,0.01548420745034875,NA,2.6461555773180425,6
AT4G21450.3,,4,11425957,11428386,+,2429,protein_coding,PapD-like superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4JJI7],3.185968080546225,3.0615633034164684,0,5.287308774772887,4.908589124575363,4.653298577488479,1.5225381738320671e-5,NA,2.584919467777376,6
AT5G22430.1,,5,7433790,7434953,+,1163,protein_coding,Pollen Ole e 1 allergen and extensin family protein [Source:UniProtKB/TrEMBL;Acc:Q9FMQ8],0,2.2247762417604093,1.5377459377206828,3.8817474188631054,3.5865732237663193,3.4592956138042443,0.011270593138046727,NA,2.5786064059980904,6
