ID,Gene,Chromosome,Start,End,Strand,Length,BioType,Description,Mock_1,Mock_2,Mock_3,Flg22_SynCom33_1,Flg22_SynCom33_2,Flg22_SynCom33_3,Flg22_SynCom33_vs_Mock_pvalue,Flg22_SynCom33_vs_Mock_padj,Flg22_SynCom33_vs_Mock_log2FoldChange,cl
AT1G03960.2,B''EPSILON,1,1013643,1017929,+,4286,protein_coding,Probable serine/threonine protein phosphatase 2A regulatory subunit B''epsilon [Source:UniProtKB/Swiss-Prot;Acc:Q84JI6],4.846675056471126,5.712633617560529,6.483950249900812,5.3344882057232255,4.596479490847074,4.4917767261225094,0.10850348205480334,0.42101481013239367,-1.000795451268881,8
AT2G42130.3,PAP13,2,17566254,17568144,+,1890,protein_coding,"Probable plastid-lipid-associated protein 13, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q8S9M1]",5.334352598875735,5.966844131094119,4.975193766628013,3.505281228700498,4.660880485693638,4.993045580420775,0.030211943013859464,0.21089520958155547,-1.001876319358821,8
AT2G47820.2,,2,19587137,19590808,+,3671,protein_coding,Arginine-glutamic acid dipeptide repeat protein [Source:UniProtKB/TrEMBL;Acc:Q8GZA1],6.852575711551551,6.620163726292979,6.2693363332609104,5.218905150361735,5.566349888018812,5.948542531821801,0.016316220603170756,0.1464482945757717,-1.0026401984559448,8
AT4G26490.1,,4,13380409,13381440,+,1031,protein_coding,Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family [Source:UniProtKB/TrEMBL;Acc:Q56Y59],5.11102280620708,5.687138515529223,5.389677356129729,4.507535901196622,4.660880485693638,4.155842704609608,0.006209237313775447,0.07948415117567217,-1.0044287038840214,8
AT3G55370.2,OBP3,3,20527063,20529291,+,2228,protein_coding,OBF-binding protein 3 [Source:UniProtKB/TrEMBL;Acc:F4IWU4],5.988472357686118,5.8337592996318755,5.252340027644287,3.7469834489625717,3.1261115420229997,5.858443089170503,0.21732881010547872,0.5840480928976787,-1.004715749288296,8
AT5G09240.2,,5,2873660,2874849,-,1189,protein_coding,SsDNA-binding transcriptional regulator [Source:UniProtKB/TrEMBL;Acc:F4KCI8],0,3.473079788099641,3.257813758397973,1.6187273161543791,2.705312230842695,1.5207800931441668,0.4259473023492975,NA,-1.0078075757859768,8
AT2G02820.1,MYB88,2,803656,807895,-,4239,protein_coding,Transcription factor MYB88 [Source:UniProtKB/Swiss-Prot;Acc:F4IRB4],4.003966155346152,3.5877432418836714,6.684147985749046,3.7469834489625717,4.945736257423931,4.4917767261225094,0.25059499408477626,0.6211768393865318,-1.007939395177718,8
AT5G19450.1,CPK8,5,6558426,6561800,-,3374,protein_coding,Calcium-dependent protein kinase 8 [Source:UniProtKB/Swiss-Prot;Acc:Q42438],9.300433760764406,8.860748605845282,8.467938341793662,4.047259193246851,8.678167919340629,8.206722382371716,0.5449138945270234,0.8390208255783796,-1.0092869047489463,8
AT5G40410.1,PCMP-H15,5,16171374,16173354,+,1980,protein_coding,"Pentatricopeptide repeat-containing protein At5g40410, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9FND6]",4.104444098041156,4.739885231792119,3.840346053470231,2.3623520708955166,3.716812934722182,3.610790983613843,0.09733089856017611,0.39916897323532685,-1.0098930335698286,8
AT4G20235.2,CYP71A28,4,10928948,10930459,-,1511,protein_coding,"cytochrome P450, family 71, subfamily A, polypeptide 28 [Source:TAIR;Acc:AT4G20235]",6.014531365317104,5.810334082645925,5.4537354287667625,5.178223852651324,4.722529088400949,4.366626272663022,0.004118762087350228,0.06100306470090845,-1.0103716244645295,8
AT2G45540.4,BCHC2,2,18757881,18772906,-,15025,protein_coding,BEACH domain-containing protein C2 [Source:UniProtKB/Swiss-Prot;Acc:F4IG73],5.665650779059369,7.500203039095316,6.139025142328784,4.906628981467967,6.095255185433803,5.737279153376448,0.15029113521593274,0.4911410523796139,-1.0112986993403779,8
AT5G48010.1,THAS1,5,19456960,19461689,+,4729,protein_coding,Thalianol synthase [Source:UniProtKB/Swiss-Prot;Acc:Q9FI37],10.170486167182911,6.976467370515103,8.572621945356484,8.577698326227301,6.047876035861479,8.550332499383265,0.16528301561773556,0.5147286869596811,-1.0129049358438857,8
AT5G62165.1,AGL42,5,24964700,24968520,+,3820,protein_coding,MADS-box protein AGL42 [Source:UniProtKB/Swiss-Prot;Acc:Q9FIS1],6.207614985700744,7.068202356381283,5.762756638185021,3.505281228700498,6.249806806027069,5.45935351269662,0.3368066786144677,0.6992130623508916,-1.014991197945462,8
AT2G37210.1,,2,15623928,15627032,-,3104,protein_coding,Cytokinin riboside 5'-monophosphate phosphoribohydrolase [Source:UniProtKB/TrEMBL;Acc:F4IQ18],6.184846188845222,5.810334082645925,5.860519806873065,4.507535901196622,5.226706349416251,5.075343462996131,0.024385225782168816,0.1864985692598467,-1.0153864099259087,8
AT1G53280.2,DJ1B,1,19864726,19867389,-,2663,protein_coding,Protein DJ-1 homolog B [Source:UniProtKB/Swiss-Prot;Acc:Q9MAH3],4.846675056471126,4.054512659874297,3.106619824651406,3.2147714026793155,3.8331710358903854,2.2445593110416264,0.1527709485446313,0.49545330500402057,-1.0155945097749541,8
AT5G45780.1,,5,18566798,18569906,-,3108,protein_coding,Probable LRR receptor-like serine/threonine-protein kinase At5g45780 [Source:UniProtKB/Swiss-Prot;Acc:C0LGU5],6.295258364511283,6.8327293669826075,6.483950249900812,5.136362050033997,5.0455977012593145,6.170717118150067,0.009717173049203668,0.10670630960322428,-1.0189061219495619,8
AT1G04510.2,PRP19A,1,1226575,1230827,+,4252,protein_coding,Pre-mRNA-processing factor 19 homolog 1 [Source:UniProtKB/Swiss-Prot;Acc:Q94BR4],7.875051033410102,7.425080368179166,7.716816539581474,7.316820599103645,6.499148093717504,5.811191473009643,0.044120290144307045,0.26181934650314836,-1.019239424208592,8
