ID,Gene,Chromosome,Start,End,Strand,Length,BioType,Description,Mock_1,Mock_2,Mock_3,Flg22_SynCom35_1,Flg22_SynCom35_2,Flg22_SynCom35_3,Flg22_SynCom35_vs_Mock_pvalue,Flg22_SynCom35_vs_Mock_padj,Flg22_SynCom35_vs_Mock_log2FoldChange,cl
AT5G04180.1,ACA3,5,1147648,1149284,-,1636,protein_coding,Alpha carbonic anhydrase 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9FYE3],1.7287776314278425,2.2247762417604093,1.5377459377206828,1.0405334846972523,2.0013179980374125,0,0.48184378172177583,NA,-1.001037550320752,8
AT4G00893.1,,4,379793,381455,-,1662,protein_coding,F-box protein At4g00893 [Source:UniProtKB/Swiss-Prot;Acc:Q1G391],3.779215365141232,2.2247762417604084,3.5196335731144552,2.8761591465917937,1.5861341139788003,2.5848378301139086,0.3450295053619692,NA,-1.002673755647209,8
AT4G12990.6,,4,7594358,7596008,-,1650,protein_coding,At4g12990 [Source:UniProtKB/TrEMBL;Acc:Q9SV70],2.989757764903248,4.205808790095031,3.257813758397973,0,3.1714869411106053,3.222258845273564,0.3890172374617211,NA,-1.004239132891414,8
AT5G04750.2,,5,1372169,1373599,+,1430,protein_coding,At5g04750 [Source:UniProtKB/TrEMBL;Acc:Q84W11],6.583356863849994,4.63711726802711,4.631835645891565,5.207018116389677,5.001702187430943,2.3691131608591274,0.21126188128135404,0.6136848997665799,-1.005192598557701,8
AT1G65970.1,PRXIIC,1,24557372,24558322,-,950,protein_coding,TPX2 [Source:UniProtKB/TrEMBL;Acc:A0A178WKG0],7.091661960645059,8.308325467741065,8.745728683208949,5.885924463479864,7.695235537691977,7.445555887709203,0.044967227129779644,0.30201606652379637,-1.0068583645329885,8
AT4G15090.2,FAR1,4,8614060,8618170,+,4110,protein_coding,Protein FAR-RED IMPAIRED RESPONSE 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SWG3],5.632379985744672,7.883624316774073,6.799573079657578,0,3.808986551759325,7.519487462155367,0.519915540575153,0.8436238896805505,-1.0104675667244196,8
AT5G43680.2,,5,17544025,17545752,+,1727,protein_coding,AT5g43680/MQO24_4 [Source:UniProtKB/TrEMBL;Acc:Q94AZ7],4.522774701274072,4.406612295626786,2.52569632892835,0,3.3235095481043513,3.9226923980670128,0.5427203739978119,NA,-1.011470339828384,8
AT5G24120.1,SIGE,5,8157477,8160343,-,2866,protein_coding,"RNA polymerase sigma factor sigE, chloroplastic/mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9ZNX9]",10.093116441873805,9.099303645202568,8.47181082336367,8.269517357930695,8.805884156059497,7.877390802057578,0.015670260717345605,0.1668858487551574,-1.011533635378742,8
AT1G68862.4,,1,25886804,25889024,-,2220,protein_coding,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; Has 0 Blast hits to 0 proteins in 0 species (source: NCBI BLink). [Source:TAIR;Acc:AT1G68862],2.4928626068883792,3.3485100352690864,2.265079909517326,1.638757966915708,2.586426868686737,1.4149439973334308,0.34999247214942114,NA,-1.0210413544528187,8
AT1G79270.1,ECT8,1,29815470,29819104,+,3634,protein_coding,Evolutionarily conserved C-terminal region 8 [Source:UniProtKB/TrEMBL;Acc:Q9FPE7],11.548227213963907,10.201782657186657,9.748842680610018,8.33709283139005,10.683872759456026,9.0017279730535,0.14989550448683384,0.5344619482474986,-1.0212570338682805,8
