ID,Gene,Chromosome,Start,End,Strand,Length,BioType,Description,Mock_1,Mock_2,Mock_3,Flg22_SynCom33_1,Flg22_SynCom33_2,Flg22_SynCom33_3,Flg22_SynCom33_vs_Mock_pvalue,Flg22_SynCom33_vs_Mock_padj,Flg22_SynCom33_vs_Mock_log2FoldChange,cl
AT5G33355.1,,5,12599250,12599944,+,694,protein_coding,Defensin-like protein 207 [Source:UniProtKB/Swiss-Prot;Acc:Q3E8R5],3.512872752684049,0.9400509454986081,1.9467712125878611,2.362352070895517,4.305588719917709,4.860065165901868,0.042092174654724035,0.2556219956292446,1.8881616751764105,4
AT2G24710.1,ATGLR2.3,2,10516880,10520549,-,3669,protein_coding,glutamate receptor 2.3 [Source:TAIR;Acc:AT2G24710],0,5.306737305398032,4.738550089003114,2.850623441484944,7.186620772733498,5.786972350647359,0.17152498349457512,0.5246256236547011,1.6685807024768233,4
AT4G27170.1,AT2S4,4,13613596,13614283,+,687,protein_coding,2S seed storage protein 4 [Source:UniProtKB/Swiss-Prot;Acc:P15460],2.7625979464845534,0,0.9647332386523769,1.6187273161543791,2.705312230842695,2.9151605692689775,0.30438308778983064,NA,1.150470732380465,4
AT1G70210.1,CYCD1-1,1,26439556,26443007,+,3451,protein_coding,Cyclin-D1-1 [Source:UniProtKB/Swiss-Prot;Acc:P42751],8.3132558877082,8.550241050389609,8.888731672600182,7.565784830299516,7.681685597618152,7.575541950592071,1.450831268959165e-6,1.3732833159211361e-4,-1.0005725329949628,4
AT5G02170.1,AVT1E,5,427642,430695,+,3053,protein_coding,Amino acid transporter AVT1E [Source:UniProtKB/Swiss-Prot;Acc:Q8LPF4],8.399834156748733,7.154451387079071,7.259954285755157,7.094374607723392,6.44531360600973,6.547486100894312,0.01576684787235104,0.14348279650323834,-1.001629809841852,4
AT1G50460.2,HKL1,1,18693644,18697706,+,4062,protein_coding,Hexokinase-3 [Source:UniProtKB/Swiss-Prot;Acc:Q9LPS1],6.0652784289275665,5.4038409867824,5.630429733221012,5.093249177063089,3.9408408551698906,4.950066456617843,0.051696426736760615,0.28600603900753213,-1.0020853104802288,4
AT1G31335.1,,1,11216810,11217546,-,736,protein_coding,At1g31335 [Source:UniProtKB/TrEMBL;Acc:Q8LG39],4.003966155346152,5.090406988628778,5.215861023745286,3.2147714026793155,4.596479490847074,3.610790983613843,0.04442753076900412,0.26300393792829085,-1.0026771196400435,4
AT3G62430.1,,3,23093451,23095657,-,2206,protein_coding,F-box protein At3g62430 [Source:UniProtKB/Swiss-Prot;Acc:Q9LZP7],0,3.473079788099641,1.5377459377206828,1.6187273161543791,1.6820320743057928,1.5207800931441668,0.38266501135456016,NA,-1.0040294823683333,4
AT3G63280.3,ATNEK4,3,23377979,23381574,+,3595,protein_coding,NIMA-related kinase 4 [Source:UniProtKB/TrEMBL;Acc:A0A1I9LPR2],6.923058506329626,7.463130613115415,6.774709289124252,6.870096396764122,4.838445073287562,5.881500940324097,0.20570688649298796,0.5694693764761833,-1.0041781134307781,4
AT1G56700.2,,1,21256340,21257973,+,1633,protein_coding,At1g56700 [Source:UniProtKB/TrEMBL;Acc:Q9FXC0],8.270642642951282,8.946518725734784,9.942674006617732,7.015743773027135,7.757274057816685,9.092619922481875,0.14690549326430333,0.4862750238381227,-1.0044968141889636,4
AT3G10270.1,GYRB1,3,3173805,3179726,-,5921,protein_coding,DNA gyrase subunit B [Source:UniProtKB/TrEMBL;Acc:A0A1I9LTQ6],6.684210330655133,7.191189198373139,6.657193722873407,5.664054993148871,4.3839920445877665,6.697946012592632,0.07202959666547552,0.34137863497202275,-1.0048276909258371,4
AT1G22480.1,,1,7933973,7935382,-,1409,protein_coding,At1g22480 [Source:UniProtKB/TrEMBL;Acc:Q9SK90],1.1091829133441469,0,2.9377056350499657,1.0253974063678515,0,1.9275902419719253,0.5801047018612042,NA,-1.0057321839584419,4
AT1G58340.1,DTX48,1,21652988,21655439,+,2451,protein_coding,Protein DETOXIFICATION 48 [Source:UniProtKB/Swiss-Prot;Acc:Q9SLV0],4.958290224869542,6.685998363755481,6.2149232917608215,5.048808145702654,5.387594356447352,4.950066456617843,0.02803225873181846,0.2028811410890328,-1.0057328462822348,4
AT5G04770.3,CAT6,5,1378954,1382419,+,3465,protein_coding,CAT6 [Source:UniProtKB/TrEMBL;Acc:A0A178UKC8],6.5481090253002066,6.049201972030239,7.615438624489163,6.316499148999369,4.781650953190751,6.151875289595288,0.24418450680778953,0.6143348537208234,-1.0086908980567117,4
AT1G67900.6,,1,25466935,25470161,+,3226,protein_coding,BTB/POZ domain-containing protein At1g67900 [Source:UniProtKB/Swiss-Prot;Acc:Q9C9V6],4.522774701274072,4.739885231792119,4.455324418422807,0,3.9408408551698906,4.366626272663022,0.2785404005880992,0.6486246577104368,-1.0109530007596434,4
AT5G15180.1,PER56,5,4930425,4932406,+,1981,protein_coding,Peroxidase 56 [Source:UniProtKB/Swiss-Prot;Acc:Q9LXG3],9.453531537547844,8.911169354846058,9.193144374246351,8.517821187061879,8.049582428732341,7.947398530909929,6.312206721766449e-6,4.429809261297627e-4,-1.01107191539729,4
AT2G46250.1,,2,18991171,18993371,+,2200,protein_coding,At2g46250/T3F17.10 [Source:UniProtKB/TrEMBL;Acc:O82344],3.512872752684049,4.467782101105987,4.180358500858131,3.2147714026793155,3.9408408551698906,1.5207800931441668,0.20307532489547095,0.5661174825095976,-1.0114775892357002,4
AT5G52290.1,SHOC1,5,21230224,21236554,-,6330,protein_coding,Protein SHORTAGE IN CHIASMATA 1 [Source:UniProtKB/Swiss-Prot;Acc:F4KG50],3.3586599662022834,2.483617156311411,3.106619824651406,1.0253974063678515,3.2979520451024302,0.9521328612649705,0.27479964305587457,NA,-1.0157422847385278,4
AT1G03620.5,,1,904117,907273,-,3156,protein_coding,ELMO/CED-12 family protein [Source:TAIR;Acc:AT1G03620],2.989757764903248,4.054512659874297,5.0181973337008525,3.953943136152674,0,3.7171555305973403,0.41570559213307307,0.7597018883314889,-1.0159863808895009,4
AT2G13550.2,,2,5648542,5649802,-,1260,protein_coding,unknown protein; Has 23 Blast hits to 20 proteins in 10 species: Archae - 0; Bacteria - 0; Metazoa - 10; Fungi - 0; Plants - 4; Viruses - 0; Other Eukaryotes - 9 (source: NCBI BLink). [Source:TAIR;Acc:AT2G13550],6.273841602324848,7.145118875464076,6.95151362240304,5.441494121695932,5.813008984533923,6.151875289595288,0.0010468701612054354,0.02306718333895452,-1.0193753154205767,4
AT5G14070.1,GRXC8,5,4541780,4542585,+,805,protein_coding,Glutaredoxin-C8 [Source:UniProtKB/Swiss-Prot;Acc:Q8LF89],3.779215365141232,4.054512659874297,6.251425716675163,4.1349043505382435,4.305588719917709,4.078133641636927,0.17947620489912763,0.5361946365968381,-1.0196272484384266,4
AT1G66820.1,,1,24929887,24930627,+,740,protein_coding,Glycine-rich protein [Source:UniProtKB/TrEMBL;Acc:Q9C9N4],4.903561770334352,4.5828509972355915,5.140013510443914,1.0253974063678517,4.3839920445877665,4.4917767261225094,0.15433442713784437,0.4975839845123706,-1.019801337692682,4
AT1G15350.3,,1,5278027,5279900,-,1873,protein_coding,DUF4050 family protein [Source:UniProtKB/TrEMBL;Acc:Q8L920],7.231540233295007,6.944545356917356,6.787194747376463,0,6.567938286073523,6.56183142667361,0.2624306889097592,0.6332731272448051,-1.0232693730512445,4
AT3G25980.1,MAD2,3,9503056,9504670,+,1614,protein_coding,Mitotic spindle checkpoint protein MAD2 [Source:UniProtKB/Swiss-Prot;Acc:Q9LU93],6.9637524142587255,7.802840921567047,7.558309073780292,7.1480262572922575,6.185586502636876,5.659374703721011,0.00713250991211008,0.08739112646187017,-1.0288284902448417,4
AT2G03090.1,EXPA15,2,916806,918671,-,1865,protein_coding,Expansin-A15 [Source:UniProtKB/Swiss-Prot;Acc:O80622],10.688301854270499,10.831763136897957,11.011430823226716,9.385669184648881,9.991735201069602,10.00074687108994,2.4973623047576794e-4,0.008227217337805875,-1.0308137447006476,4
AT3G25190.1,,3,9174398,9175866,+,1468,protein_coding,Vacuolar iron transporter homolog 2.1 [Source:UniProtKB/Swiss-Prot;Acc:Q9LSF6],9.847059398980463,10.723845743001018,11.063683230650394,7.938889865728333,10.03185956667036,10.008622796288696,0.03205839191684332,0.21828614273267025,-1.034201632877646,4
AT3G05180.1,,3,1468398,1470624,-,2226,protein_coding,GDSL esterase/lipase At3g05180 [Source:UniProtKB/Swiss-Prot;Acc:Q9MAA1],3.185968080546225,3.3485100352690864,3.3946549046680525,2.037930391421176,2.108756609092234,2.9151605692689775,0.15622179913872877,NA,-1.034252512724938,4
AT3G61750.1,,3,22857577,22859669,-,2092,protein_coding,Cytochrome b561 and DOMON domain-containing protein At3g61750 [Source:UniProtKB/Swiss-Prot;Acc:Q9M363],7.540379903679498,7.345830065668144,7.436779592463025,6.00375335260181,6.649555395524948,6.518360299649689,1.3631400080411203e-6,1.313402498070301e-4,-1.0346602668889866,4
AT1G70650.2,,1,26638075,26642268,+,4193,protein_coding,Ran BP2/NZF zinc finger-like superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4I6V2],4.787452844545965,3.693960568591336,4.180358500858131,2.627046475243691,4.529068802391353,0,0.3504876206919043,0.7109189028476398,-1.0388400923143881,4
AT4G21065.1,PCMP-H28,4,11245790,11247807,+,2017,protein_coding,Pentatricopeptide repeat-containing protein At4g21065 [Source:UniProtKB/Swiss-Prot;Acc:A8MQA3],4.661175041237853,4.342733631600343,3.840346053470231,0,3.1261115420229997,4.366626272663022,0.19177560364056645,0.5520196784522654,-1.0396700242141863,4
AT1G10490.2,,1,3453228,3459925,+,6697,protein_coding,RNA cytidine acetyltransferase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9XIK4],7.809583131076628,8.312500072959432,7.829755843181574,6.791359855921178,6.987563858913098,7.1127567478541165,5.907621321623545e-4,0.015312416634964257,-1.0397716023940156,4
AT1G80150.2,,1,30148330,30150556,+,2226,protein_coding,"Pentatricopeptide repeat-containing protein At1g80150, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q8GW57]",4.286566976059075,4.054512659874297,4.575364531374196,3.953943136152674,2.930999933311362,2.9151605692689775,0.20719074986820316,0.5714223739731714,-1.0431400559947794,4
AT5G17230.2,PSY,5,5659636,5662466,-,2830,protein_coding,PHYTOENE SYNTHASE [Source:UniProtKB/TrEMBL;Acc:F4KGX7],7.2967018522460805,7.592356580018439,6.643525360933452,6.335123070371844,6.331215352800369,5.881500940324097,0.0038435658843388896,0.058177217400224114,-1.0436663044809722,4
AT4G30990.2,,4,15084098,15097920,+,13822,protein_coding,ARM repeat superfamily protein [Source:TAIR;Acc:AT4G30990],6.530156816138463,6.832729366982607,6.824015610849092,4.369807068695123,3.590240314304666,6.947779965350334,0.15245537675900045,0.4950242104161674,-1.0436888459014486,4
AT3G59010.1,PME35,3,21802770,21805335,-,2565,protein_coding,Pectinesterase [Source:UniProtKB/TrEMBL;Acc:A0A178V613],1.1091829133441469,2.70300674632173,2.7463591325539527,1.0253974063678515,1.6820320743057928,1.9275902419719253,0.3715992383758222,NA,-1.0466942992761306,4
AT4G02290.1,AtGH9B13,4,1002338,1005305,-,2967,protein_coding,Endoglucanase 17 [Source:UniProtKB/Swiss-Prot;Acc:O81416],10.182029357464787,10.837568499796351,10.496587036493334,9.262160277475939,9.612709635758756,9.553799858794987,2.5664852087691605e-7,3.36547587229915e-5,-1.047671810612881,4
AT4G20040.1,,4,10847299,10849115,-,1816,protein_coding,AT4g20040/F18F4_140 [Source:UniProtKB/TrEMBL;Acc:Q944M6],5.563444142440976,5.465125944637686,6.038167877115768,4.295676029258063,4.99653084154936,4.713571128295371,0.0019603652864415874,0.03654545050632646,-1.0483937908015228,4
AT1G28350.1,,1,9943737,9949835,+,6098,protein_coding,"Tyrosine--tRNA ligase 2, cytoplasmic [Source:UniProtKB/Swiss-Prot;Acc:F4HWL4]",5.5983237673929995,6.59296499752144,6.657193722873406,0,3.2979520451024302,6.773848353035775,0.4961357289756284,0.8101269918194036,-1.049307197317221,4
AT3G02820.1,,3,611524,613480,+,1956,protein_coding,Zinc knuckle (CCHC-type) family protein [Source:UniProtKB/TrEMBL;Acc:A0A1I9LR82],5.563444142440976,5.987878533630247,6.514307680996491,3.367326347305105,5.34902296702491,5.577022134734178,0.05347121180314436,0.2914175873552001,-1.0556891782960738,4
