ID,Gene,Chromosome,Start,End,Strand,Length,BioType,Description,Mock_1,Mock_2,Mock_3,Flg22_SynCom35_1,Flg22_SynCom35_2,Flg22_SynCom35_3,Flg22_SynCom35_vs_Mock_pvalue,Flg22_SynCom35_vs_Mock_padj,Flg22_SynCom35_vs_Mock_log2FoldChange,cl
AT3G24420.1,,3,8862813,8865239,-,2426,protein_coding,Alpha/beta-Hydrolases superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9LK01],9.354992931842819,9.488690665394802,8.880015346420237,8.284266652775052,8.497607225909535,7.971394543999922,5.660653173051859e-7,7.092916356108418e-5,-1.0007621333247028,2
AT2G07678.1,,2,3281097,3283129,+,2032,protein_coding,Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q27GM2],1.7287776314278425,2.2247762417604093,2.52569632892835,0,1.0008787991312493,2.3691131608591274,0.4229886643536428,NA,-1.0034805470598722,2
AT5G64510.1,TIN1,5,25784404,25786385,+,1981,protein_coding,Tunicamycin induced protein [Source:UniProtKB/TrEMBL;Acc:Q84JN2],7.817005787866527,7.927833304312796,8.428630853843089,7.6720131626660395,6.171657675713297,7.042422912600266,0.004358254473370997,0.07494702367430983,-1.0034960388119363,2
AT2G14290.1,,2,6057288,6058620,-,1332,protein_coding,F-box protein At2g14290 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZQ60],1.7287776314278425,1.909115617155277,1.9467712125878611,1.638757966915708,1.5861341139788003,0,0.44232651923971333,NA,-1.0035064255275752,2
AT1G77730.1,,1,29214220,29215832,+,1612,protein_coding,Pleckstrin homology (PH) domain superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9CA21],5.632379985744672,5.090406988628778,4.455324418422807,3.532302186651767,4.859677505627493,3.7547489786014774,0.10720948779533115,0.46345459120051524,-1.003511255530898,2
AT1G13000.5,,1,4436105,4439560,-,3455,protein_coding,"Transmembrane protein, putative (DUF707) [Source:UniProtKB/TrEMBL;Acc:Q8VYF6]",7.504052728398925,8.333193803368918,7.690471317896445,0,7.667084330222913,7.238256124122906,0.33990781921450247,0.7330136526777749,-1.0060502300975829,2
AT4G37290.1,PIP2,4,17549607,17550257,-,650,protein_coding,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: response to karrikin; LOCATED IN: endomembrane system; EXPRESSED IN: cotyledon, hypocotyl, leaf; EXPRESSED DURING: LP.04 four leaves visible; BEST Arabidopsis thaliana protein m /.../s: unknown protein (TAIR:AT2G23270.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). [Source:TAIR;Acc:AT4G37290]",5.414826829134901,3.972466198631512,4.7890861567805665,3.6584251207257212,4.089116607081727,3.8411630860922368,0.084753213994717,NA,-1.008805769217598,2
AT2G32250.5,FRS2,2,13693105,13697147,+,4042,protein_coding,Protein FAR1-RELATED SEQUENCE 2 [Source:UniProtKB/Swiss-Prot;Acc:Q3EBQ3],5.527700305848329,5.580398639630241,5.252340027644286,5.722258881407714,0,3.7547489786014774,0.30907249896878486,0.7096186311266015,-1.0102943008560212,2
AT1G73960.2,TAF2,1,27804879,27814519,-,9640,protein_coding,Transcription initiation factor TFIID subunit 2 [Source:UniProtKB/Swiss-Prot;Acc:Q8LPF0],7.748785610259752,6.5369791431276685,6.774709289124252,4.60013528929526,6.477470763843835,6.572236400743041,0.3404553902572281,0.7332744654259976,-1.0105051394308835,2
AT5G37478.1,,5,14881416,14883994,+,2578,protein_coding,TPX2 (Targeting protein for Xklp2) protein family [Source:UniProtKB/TrEMBL;Acc:F4K773],0,5.306737305398031,5.322642303261075,0,4.75657952717123,3.7547489786014774,0.4278132820548267,NA,-1.0120238907649326,2
AT5G13080.1,WRKY75,5,4149738,4151201,-,1463,protein_coding,WRKY75 [Source:UniProtKB/TrEMBL;Acc:A0A178UJF4],8.122756801249068,8.0578522678923985,8.494829934277446,7.112788316490898,7.477480629078431,7.069525035535037,0.0016296511875733785,0.037268201778175226,-1.01217857092394,2
AT2G39430.1,DIR9,2,16463347,16464531,+,1184,protein_coding,Dirigent protein 9 [Source:UniProtKB/Swiss-Prot;Acc:O80630],11.8839301117974,11.37888610645851,11.368959195583603,10.402953244357457,10.534111802886406,10.70130135247676,1.8349500796762672e-6,1.886548248583403e-4,-1.0133479383610642,2
AT1G49130.1,,1,18174373,18176389,-,2016,protein_coding,B-box type zinc finger protein with CCT domain-containing protein [Source:UniProtKB/TrEMBL;Acc:F4I1N0],2.7625979464845534,3.0615633034164684,0,1.638757966915708,1.0008787991312493,2.115362137241897,0.5519927011571955,NA,-1.014516776727545,2
