ID,Gene,Chromosome,Start,End,Strand,Length,BioType,Description,Mock_1,Mock_2,Mock_3,Flg22_SynCom35_1,Flg22_SynCom35_2,Flg22_SynCom35_3,Flg22_SynCom35_vs_Mock_pvalue,Flg22_SynCom35_vs_Mock_padj,Flg22_SynCom35_vs_Mock_log2FoldChange,cl
AT5G07760.2,,5,2468061,2473843,+,5782,protein_coding,formin homology 2 domain-containing protein / FH2 domain-containing protein [Source:TAIR;Acc:AT5G07760],4.369674741505485,3.693960568591336,0,6.998179459349017,7.191569594754624,7.360332640063583,1.1930616963859198e-8,3.0897255415837057e-6,3.8053471024287773,5
AT1G63570.1,,1,23575294,23576468,+,1174,protein_coding,Receptor-like protein kinase-related family protein [Source:TAIR;Acc:AT1G63570],0,2.70300674632173,2.7463591325539527,4.984254676976161,5.1309899081018315,6.520798031015676,5.703210238251497e-4,0.01743428613873628,3.767053673783319,5
AT4G35830.2,ACO1,4,16972598,16978057,-,5459,protein_coding,Aconitate hydratase [Source:UniProtKB/TrEMBL;Acc:A0A178V2T4],2.7625979464845534,0.9400509454986085,1.5377459377206828,2.0603810187887097,1.0008787991312493,6.805058187284974,0.011914745023126498,0.1411538926839369,3.7648563539704494,5
AT5G24180.1,,5,8195600,8197119,+,1519,protein_coding,Gb [Source:UniProtKB/TrEMBL;Acc:Q9FIP1],1.1091829133441469,1.5044637728747368,0.9647332386523769,3.532302186651767,4.323597355807428,4.604718600635658,2.3710100826734445e-5,NA,3.7403117666086914,5
AT2G37780.1,,2,15837442,15838302,-,860,protein_coding,Cysteine/Histidine-rich C1 domain family protein [Source:UniProtKB/TrEMBL;Acc:F4IR19],0,1.9091156171552768,1.5377459377206828,4.984254676976161,2.0013179980374125,4.653298577488479,0.0038845381082221373,NA,3.586483943617113,5
AT4G21250.1,,4,11324987,11326958,+,1971,protein_coding,Sulfite exporter TauE/SafE family protein 5 [Source:UniProtKB/Swiss-Prot;Acc:F4JIP9],6.684210330655132,5.1287904201680385,5.573902467674637,9.666697841594633,8.61646242781154,9.777379869770993,8.37238864593673e-11,3.87351780853742e-8,3.516475135658345,5
AT5G04530.1,KCS19,5,1291630,1293723,-,2093,protein_coding,3-ketoacyl-CoA synthase 19 [Source:UniProtKB/Swiss-Prot;Acc:Q9LZ72],1.7287776314278425,0,1.5377459377206828,4.075089511297729,3.9085305878880328,3.9226923980670128,1.1215088648429662e-4,NA,3.4465836595868864,5
AT3G53590.1,,3,19866880,19872749,-,5869,protein_coding,Leucine-rich repeat protein kinase family protein [Source:TAIR;Acc:AT3G53590],4.1983774833946415,2.70300674632173,3.106619824651407,6.924772718142104,6.341585387065768,6.977131504888812,3.13865057338137e-8,6.864514135855364e-6,3.440779961977685,5
AT4G29450.1,,4,14478749,14482626,-,3877,protein_coding,Leucine-rich repeat protein kinase family protein [Source:UniProtKB/TrEMBL;Acc:Q9M0D8],4.286566976059075,0.9400509454986081,2.9377056350499657,6.2488034730108515,6.1514794502655645,6.716385510874113,2.0385467348041348e-7,3.065209834119867e-5,3.299966531524066,5
AT5G56960.1,,5,23038389,23041174,-,2785,protein_coding,basic helix-loop-helix (bHLH) DNA-binding family protein [Source:TAIR;Acc:AT5G56960],1.7287776314278425,0.9400509454986085,0,2.6518991472034976,3.3235095481043517,3.4592956138042448,0.009621912780180366,NA,2.9945084539157207,5
