ID,Gene,Chromosome,Start,End,Strand,Length,BioType,Description,Mock_1,Mock_2,Mock_3,Flg22_1,Flg22_2,Flg22_3,Flg22_vs_Mock_pvalue,Flg22_vs_Mock_padj,Flg22_vs_Mock_log2FoldChange,cl
AT4G27170.1,AT2S4,4,13613596,13614283,+,687,protein_coding,2S seed storage protein 4 [Source:UniProtKB/Swiss-Prot;Acc:P15460],2.7625979464845534,0,0.9647332386523769,3.249609563511568,2.341563519858522,0.9774872469461264,0.3386886786180183,0.7984353287972825,1.0746788978213868,4
AT2G42600.1,PPC2,2,17734302,17739167,-,4865,protein_coding,PPC2 [Source:UniProtKB/TrEMBL;Acc:A0A178VV64],0,4.132143129152561,3.257813758397973,3.0784727421647258,5.271790812739634,3.1296561776994576,0.41318489450364504,0.8445661834165121,1.0629723676568037,4
AT4G36795.1,,4,17338904,17339161,+,257,protein_coding,,0,0.9400509454986085,1.9467712125878611,1.6451347266440306,1.0123034224110756,2.5472436773954037,0.45465608310049294,NA,1.047060247679025,4
AT5G36870.5,CALS4,5,14518316,14533987,+,15671,protein_coding,Callose synthase 4 [Source:UniProtKB/Swiss-Prot;Acc:Q9LTG5],5.414826829134901,5.050974374322628,5.356549143964554,0,5.023743360066367,4.711211651496134,0.23848246968193487,0.7159889500807728,-1.0005906388801233,4
AT1G05950.1,,1,1804401,1807670,-,3269,protein_coding,unknown protein; Has 50 Blast hits to 45 proteins in 14 species: Archae - 5; Bacteria - 0; Metazoa - 4; Fungi - 0; Plants - 34; Viruses - 0; Other Eukaryotes - 7 (source: NCBI BLink). [Source:TAIR;Acc:AT1G05950],5.375150752732916,5.879498639990865,6.058911290067167,4.944333221282724,4.193077404170673,5.1653164881903395,0.14642526314275484,0.603886427760547,-1.00197098354709,4
AT3G44690.1,,3,16230685,16234310,-,3625,protein_coding,unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). [Source:TAIR;Acc:AT3G44690],7.457318386534243,7.911413278748739,6.452940277161821,6.042140985679107,5.97830719461894,6.954977754238358,0.04308283447437541,0.3494912471652851,-1.0021356378169541,4
AT5G12270.1,,5,3969925,3971452,-,1527,protein_coding,1-AMINOCYCLOPROPANE-1-CARBOXYLATE OXIDASE-like protein [Source:UniProtKB/TrEMBL;Acc:Q94CL5],7.771885963625465,7.345830065668144,7.697102862911514,7.186742241053029,6.068528759506871,6.36455084478686,0.001681882195503666,0.04836879073742627,-1.0042998779893035,4
AT4G04640.1,ATPC1,4,2350498,2352025,-,1527,protein_coding,"ATP synthase gamma chain 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q01908]",7.174896326677343,6.579170895818778,7.7743910706395045,6.317005778597121,5.38146210676245,6.762384117579535,0.025233813751301227,0.26062845021670306,-1.005850591695768,4
AT5G44770.1,,5,18065012,18066696,+,1684,protein_coding,CHP-rich zinc finger protein-like [Source:UniProtKB/TrEMBL;Acc:O48583],4.903561770334352,4.467782101105987,4.516592614106659,3.5408770127637252,3.8301212627596493,3.6585994201632306,0.012496815272912708,0.17636736477443957,-1.0089638958407454,4
AT3G58520.1,,3,21643770,21645548,-,1778,protein_coding,AT3g58520/F14P22_110 [Source:UniProtKB/TrEMBL;Acc:Q940L8],5.061886852403117,5.494819029805245,6.119409879444364,5.174255224660195,0,5.24120149533435,0.2710049118271033,0.7470863622527704,-1.0124673939285376,4
AT2G34670.2,,2,14612578,14615795,-,3217,protein_coding,Protein of unknown function (DUF630 and DUF632) [Source:TAIR;Acc:AT2G34670],6.5658405885320406,7.296102361712895,7.268884604318757,6.132423559005328,6.173907689960344,5.932629156913109,9.464491977397711e-5,0.006100311386470201,-1.014302562338463,4
AT2G47920.1,NET3C,2,19615777,19616904,+,1127,protein_coding,Protein NETWORKED 3C [Source:UniProtKB/Swiss-Prot;Acc:O82259],2.989757764903248,4.406612295626786,4.3913384478630615,3.402581380531236,3.3439992634956064,2.5472436773954037,0.1409386720186241,0.5941952350863455,-1.0163013726589072,4
AT2G25980.2,JAL20,2,11077438,11079968,-,2530,protein_coding,Jacalin-related lectin 20 [Source:UniProtKB/Swiss-Prot;Acc:O80998],11.016315415439376,10.976908469283929,11.036486818656828,9.89498972351306,9.94929031444533,10.12082082105648,2.601194209393936e-14,2.207940939373744e-11,-1.018917432960171,4
AT1G80340.1,GA3OX2,1,30200466,30202349,-,1883,protein_coding,Gibberellin 3-beta-dioxygenase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZT84],7.139810775765342,7.270580613563228,6.119409879444364,5.895149733894296,6.090229326322169,5.736815333422302,0.02330162692139104,0.24940843396831655,-1.023759024175623,4
AT1G56570.1,PCMP-E64,1,21195644,21198487,+,2843,protein_coding,Putative pentatricopeptide repeat-containing protein At1g56570 [Source:UniProtKB/Swiss-Prot;Acc:Q9FXA9],3.779215365141232,5.945498505084854,5.860519806873065,4.67069094079877,5.345823376294037,0,0.28455063641802325,0.7590275094472192,-1.0288479916297797,4
AT5G40820.3,ATRAD3,5,16342728,16353898,-,11170,protein_coding,Ataxia telangiectasia-mutated and RAD3-related [Source:TAIR;Acc:AT5G40820],6.295258364511283,6.821055938336416,7.205179410420197,5.76006831547756,5.724475220433226,5.932629156913109,8.351261318993947e-4,0.029990664205940955,-1.0288954387177272,4
AT4G31850.1,PGR3,4,15402768,15406493,+,3725,protein_coding,"Pentatricopeptide repeat-containing protein At4g31850, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9SZ52]",4.958290224869542,5.856810227768167,5.762756638185021,4.8410179686120784,4.415662817786181,4.480182688212184,0.004159098461723183,0.08832487263936928,-1.029902513857845,4
AT3G25980.1,MAD2,3,9503056,9504670,+,1614,protein_coding,Mitotic spindle checkpoint protein MAD2 [Source:UniProtKB/Swiss-Prot;Acc:Q9LU93],6.9637524142587255,7.802840921567047,7.558309073780292,6.732332255308047,6.4836583092670095,6.105013935459682,0.0069991018605546325,0.12245586646845459,-1.0310592629646778,4
AT1G74390.4,NEN3,1,27961537,27963269,-,1732,protein_coding,Protein NEN3 [Source:UniProtKB/Swiss-Prot;Acc:Q9CA74],5.15854023872204,3.473079788099641,5.322642303261075,3.0784727421647258,3.0214626181219977,4.763618158442554,0.16809136684403467,0.6353016738482067,-1.0328900564574004,4
AT1G27660.1,BHLH110,1,9621398,9626067,+,4669,protein_coding,Transcription factor bHLH110 [Source:UniProtKB/Swiss-Prot;Acc:Q9SFZ3],5.453440900888461,6.164542760579038,6.405138562072835,4.993342602511762,5.1937527642283365,4.956057636196899,0.00040953171102384877,0.017924051183576605,-1.041831911977498,4
AT3G16350.1,,3,5547492,5549862,+,2370,protein_coding,At3g16350 [Source:UniProtKB/TrEMBL;Acc:Q84TG2],8.328916847892703,8.662427110597125,8.404521805951152,7.374189426141119,7.6682375119924044,7.2217034983241755,2.5239142423160764e-7,5.4382586031935085e-5,-1.04493119626574,4
AT2G06200.1,AtGRF6,2,2426239,2427355,+,1116,protein_coding,growth-regulating factor 6 [Source:TAIR;Acc:AT2G06200],3.6521816931170914,3.693960568591336,3.933151394118153,3.0784727421647258,2.8283827040465024,2.5472436773954037,0.11904060427565226,0.5568103281163616,-1.0449492000094227,4
AT5G44490.2,,5,17923852,17925707,+,1855,protein_coding,FBD-associated F-box protein At5g44490 [Source:UniProtKB/Swiss-Prot;Acc:Q9FI16],2.989757764903248,3.5877432418836714,3.394654904668053,2.067520312751234,3.481724014703326,0,0.3638876014929762,0.8143860343096642,-1.047364661816607,4
AT2G36990.1,SIGF,2,15537225,15540139,-,2914,protein_coding,"RNA polymerase sigma factor sigF, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9LD95]",5.879257737072721,6.3219146596370965,6.697438591895829,5.0866328419212925,5.11125088572456,5.65594366969121,4.971220542211958e-4,0.020690766509346085,-1.0493326705481885,4
AT5G49320.1,,5,19994994,19996357,-,1363,protein_coding,At5g49320 [Source:UniProtKB/TrEMBL;Acc:Q9FJ08],3.895962952520956,4.342733631600343,4.324382351515297,3.0784727421647258,3.3439992634956064,3.2811487297516924,0.04603147059384283,0.360283178970026,-1.0493903031443585,4
AT1G66820.1,,1,24929887,24930627,+,740,protein_coding,Glycine-rich protein [Source:UniProtKB/TrEMBL;Acc:Q9C9N4],4.903561770334352,4.5828509972355915,5.140013510443914,4.0839179337471005,3.0214626181219977,4.2788490550450655,0.14165558909819406,0.595693545448058,-1.0530185689495999,4
AT2G22190.1,TPPE,2,9433616,9436658,-,3042,protein_coding,Probable trehalose-phosphate phosphatase E [Source:UniProtKB/Swiss-Prot;Acc:Q67X99],7.0418505697952964,6.821055938336416,6.95151362240304,5.579269294840596,5.724475220433226,6.277121890191921,6.918413343024929e-5,0.004881402421951417,-1.0558700038845288,4
AT1G50460.2,HKL1,1,18693644,18697706,+,4062,protein_coding,Hexokinase-3 [Source:UniProtKB/Swiss-Prot;Acc:Q9LPS1],6.0652784289275665,5.4038409867824,5.630429733221012,3.9904461552789368,4.415662817786181,5.3132936614621045,0.038698272181731545,0.3298774504207189,-1.0668830107484188,4
AT2G38390.1,PER23,2,16079679,16081671,+,1992,protein_coding,Peroxidase 23 [Source:UniProtKB/Swiss-Prot;Acc:O80912],11.878619350564986,11.705674033790189,11.614667700599995,10.725006318396144,10.917032842841458,10.291159829651352,8.670153592952859e-5,0.005754968537729918,-1.0702121786151269,4
