ID,Gene,Chromosome,Start,End,Strand,Length,BioType,Description,Mock_1,Mock_2,Mock_3,Flg22_SynCom33_1,Flg22_SynCom33_2,Flg22_SynCom33_3,Flg22_SynCom33_vs_Mock_pvalue,Flg22_SynCom33_vs_Mock_padj,Flg22_SynCom33_vs_Mock_log2FoldChange,cl
AT3G23360.1,,3,8355238,8356393,-,1155,protein_coding,Putative protein phosphatase 2C-like protein 44 [Source:UniProtKB/Swiss-Prot;Acc:Q9LW60],1.1091829133441469,0.9400509454986085,0,3.0441562902820305,2.705312230842695,2.504278204367739,0.010565756304464859,NA,3.1160535716531332,6
AT5G15840.2,CO,5,5171183,5173083,-,1900,protein_coding,Zinc finger protein CONSTANS [Source:UniProtKB/Swiss-Prot;Acc:Q39057],1.1091829133441469,0.9400509454986085,0,2.037930391421176,3.716812934722182,0,0.05384045628048804,NA,2.8958414738809237,6
AT3G06440.2,GALT3,3,1972805,1975754,-,2949,protein_coding,Hydroxyproline O-galactosyltransferase GALT3 [Source:UniProtKB/Swiss-Prot;Acc:Q9ASW1],0,3.693960568591336,3.5196335731144552,6.49273000706914,1.6820320743057928,6.151875289595288,0.04592763795196096,0.26700405783404296,2.839300584215039,6
AT2G17036.2,,2,7403856,7405238,+,1382,protein_coding,F-box protein At2g17036 [Source:UniProtKB/Swiss-Prot;Acc:Q6DR20],2.1608243898719253,0,1.5377459377206828,4.440314419844772,1.6820320743057928,3.81621379806968,0.007579880519509244,NA,2.808183311707761,6
AT3G63140.1,CSP41A,3,23326867,23328789,-,1922,protein_coding,"Chloroplast stem-loop binding protein of 41 kDa a, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9LYA9]",2.4928626068883792,2.70300674632173,1.5377459377206832,5.441494121695932,3.716812934722182,4.550502994795874,1.9661485311596967e-4,0.006991868893917346,2.68303944338347,6
AT3G06960.2,TGD4,3,2194227,2196547,-,2320,protein_coding,"Protein TRIGALACTOSYLDIACYLGLYCEROL 4, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9M903]",0,2.2247762417604093,2.265079909517326,4.5717641879690385,3.590240314304666,3.9959993832693073,2.7771576988455145e-4,0.008898158910651384,2.6371803790470203,6
AT2G37025.3,TRFL8,2,15549837,15552160,+,2323,protein_coding,TRF-like 8 [Source:UniProtKB/TrEMBL;Acc:F4IPY7],1.1091829133441469,0.9400509454986085,1.5377459377206828,1.6187273161543791,3.590240314304666,3.495955933753128,0.020112648257250017,NA,2.5521229582734053,6
AT3G51570.2,,3,19126329,19130456,+,4127,protein_coding,Disease resistance protein (TIR-NBS-LRR class) family [Source:UniProtKB/TrEMBL;Acc:Q9SCZ2],3.512872752684049,2.70300674632173,0,4.855941890630502,5.0455977012593145,4.993045580420775,4.8442572036666104e-4,0.013438939334258599,2.549903672763554,6
AT1G04445.2,,1,1206760,1207862,+,1102,protein_coding,C2H2-like zinc finger protein [Source:TAIR;Acc:AT1G04445],0,0.9400509454986085,0.9647332386523769,2.8506234414849434,2.108756609092234,1.5207800931441668,0.11276828474957146,NA,2.5412454192142757,6
AT5G36740.1,,5,14460329,14466040,+,5711,protein_coding,Acyl-CoA N-acyltransferase with RING/FYVE/PHD-type zinc finger protein [Source:TAIR;Acc:AT5G36740],0,4.406612295626786,3.257813758397973,6.708076868353619,5.663854370932314,3.9959993832693073,0.005455820142849543,0.0728581008842928,2.5278627401210496,6
