ID,Gene,Chromosome,Start,End,Strand,Length,BioType,Description,Mock_1,Mock_2,Mock_3,Flg22_1,Flg22_2,Flg22_3,Flg22_vs_Mock_pvalue,Flg22_vs_Mock_padj,Flg22_vs_Mock_log2FoldChange,cl
AT3G46130.3,ATMYB48,3,16945433,16946376,+,943,protein_coding,myb domain protein 48 [Source:TAIR;Acc:AT3G46130],1.1091829133441469,0.9400509454986085,0.9647332386523769,6.373633768797689,1.0123034224110756,0.9774872469461264,NA,NA,4.796337369776514,6
AT3G23360.1,,3,8355238,8356393,-,1155,protein_coding,Putative protein phosphatase 2C-like protein 44 [Source:UniProtKB/Swiss-Prot;Acc:Q9LW60],1.1091829133441469,0.9400509454986085,0,3.402581380531236,3.1917257348581187,2.9603690990350424,0.002739269852180065,NA,3.6065874603864114,6
AT5G15840.2,CO,5,5171183,5173083,-,1900,protein_coding,Zinc finger protein CONSTANS [Source:UniProtKB/Swiss-Prot;Acc:Q39057],1.1091829133441469,0.9400509454986085,0,3.0784727421647258,3.1917257348581187,2.5472436773954037,0.02512586709055806,NA,3.3350598325449536,6
AT2G38820.1,,2,16221821,16223743,+,1922,protein_coding,Protein of unknown function (DUF506) [Source:TAIR;Acc:AT2G38820],0,2.70300674632173,2.7463591325539527,5.409103305901665,4.778490180056465,4.814187517145753,4.5628389206929266e-4,0.019394488772007522,3.041667057419705,6
AT3G28480.2,,3,10676041,10678305,-,2264,protein_coding,Oxoglutarate/iron-dependent oxygenase [Source:UniProtKB/TrEMBL;Acc:F4J0A6],1.1091829133441469,0,4.020345890600543,5.37252181166025,6.499963224319001,0,0.20610924810283657,0.6811112605463351,2.98449520149368,6
AT5G36740.1,,5,14460329,14466040,+,5711,protein_coding,Acyl-CoA N-acyltransferase with RING/FYVE/PHD-type zinc finger protein [Source:TAIR;Acc:AT5G36740],0,4.406612295626786,3.257813758397973,6.355003655120108,5.068160498838071,6.825376328548067,0.0011387018351652993,0.03756911319766219,2.9540181963429184,6
AT1G64680.1,,1,24035941,24037429,+,1488,protein_coding,At1g64680 [Source:UniProtKB/TrEMBL;Acc:Q9SGU7],1.1091829133441469,0.9400509454986085,0.9647332386523769,1.0453628119256622,2.341563519858522,4.127101662109477,0.025733076527851503,NA,2.853657387239561,6
AT1G33770.1,,1,12241614,12245292,+,3678,protein_coding,Protein kinase superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9LQ29],1.1091829133441469,1.909115617155277,0,3.6670676531923707,3.7230723979143843,2.285737111160617,0.007341347643105754,NA,2.8031849680894183,6
AT3G06440.2,GALT3,3,1972805,1975754,-,2949,protein_coding,Hydroxyproline O-galactosyltransferase GALT3 [Source:UniProtKB/Swiss-Prot;Acc:Q9ASW1],0,3.693960568591336,3.5196335731144552,4.0839179337471005,6.499963224319001,5.68340768780035,0.04995641571069057,0.37616375281509506,2.7887391228364242,6
AT3G52640.3,,3,19514875,19520544,-,5669,protein_coding,Zn-dependent exopeptidases superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4J819],0,3.5877432418836714,2.746359132553953,4.993342602511762,5.638716731006946,4.863044182206116,3.1357586257651967e-4,0.014673499414313373,2.645509168797804,6
