ID,Gene,Chromosome,Start,End,Strand,Length,BioType,Description,Mock_1,Mock_2,Mock_3,Flg22_SynCom33_1,Flg22_SynCom33_2,Flg22_SynCom33_3,Flg22_SynCom33_vs_Mock_pvalue,Flg22_SynCom33_vs_Mock_padj,Flg22_SynCom33_vs_Mock_log2FoldChange,cl
AT3G53520.3,UXS1,3,19841635,19844282,+,2647,protein_coding,UDP-glucuronic acid decarboxylase 1 [Source:UniProtKB/TrEMBL;Acc:F4JAG3],2.1608243898719253,0,2.746359132553953,2.850623441484944,2.7053122308426953,8.150881728744373,NA,NA,5.007979420976429,1
AT2G24710.3,ATGLR2.3,2,10516780,10520684,-,3904,protein_coding,glutamate receptor 2.3 [Source:TAIR;Acc:AT2G24710],4.661175041237853,3.5877432418836714,4.516592614106659,6.708076868353619,9.462718865167192,8.830607679021092,2.4563467596385265e-6,2.0962385267492975e-4,4.466252969920159,1
AT1G17615.1,,1,6059389,6060851,+,1462,protein_coding,Disease resistance protein (TIR-NBS class) [Source:UniProtKB/TrEMBL;Acc:Q4PT31],1.7287776314278425,0,1.9467712125878611,3.505281228700498,4.838445073287562,4.550502994795874,4.4865819574406245e-4,0.01273582853008647,3.574655706891071,1
AT2G14160.1,,2,5976253,5976801,-,548,protein_coding,RNA recognition motif-containing protein [Source:UniProtKB/TrEMBL;Acc:Q1PF73],1.7287776314278425,0,0.9647332386523769,3.0441562902820305,3.716812934722182,3.7171555305973403,0.008500809968063195,NA,3.3480343689531233,1
AT5G04730.1,,5,1363965,1367451,-,3486,protein_coding,Ankyrin-repeat containing protein [Source:UniProtKB/TrEMBL;Acc:F4JXP4],6.014531365317104,5.5524323889932505,5.356549143964554,7.715447556268905,9.00715364300777,9.167229269836932,5.446216894460148e-10,1.7854292994741182e-7,3.1192084442145114,1
AT3G53820.1,,3,19938564,19939231,+,667,protein_coding,C2H2 and C2HC zinc fingers superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9M344],3.185968080546225,2.70300674632173,2.7463591325539527,4.1349043505382435,6.207312458209198,5.632442808923611,6.042209160707966e-6,4.263167103888492e-4,2.8473249372542506,1
AT1G48220.1,,1,17802863,17804955,+,2092,protein_coding,F11A17.22 protein [Source:UniProtKB/TrEMBL;Acc:Q9SX57],0,0.9400509454986085,1.5377459377206832,3.214771402679316,2.930999933311362,2.7242977287849475,0.012698169909892122,NA,2.7919749060017796,1
AT2G19210.1,,2,8335639,8339307,-,3668,protein_coding,Putative leucine-rich repeat receptor-like protein kinase At2g19210 [Source:UniProtKB/Swiss-Prot;Acc:O65924],3.185968080546225,1.909115617155277,2.265079909517326,5.218905150361735,4.660880485693638,4.661236622972771,9.148682655820605e-4,0.020824291884315792,2.56086778882413,1
AT3G03670.1,PER28,3,901728,903411,-,1683,protein_coding,Peroxidase 28 [Source:UniProtKB/Swiss-Prot;Acc:Q9SS67],6.37788098357036,5.494819029805245,5.2879193502807995,8.71201133993169,8.13707870849955,7.7978638490750845,5.353305488196344e-10,1.7807889720309334e-7,2.493111161000393,1
AT3G30350.2,RGF4,3,11960298,11961917,-,1619,protein_coding,Root meristem growth factor-like protein [Source:UniProtKB/TrEMBL;Acc:F4J5G8],0,2.483617156311411,1.9467712125878611,3.6311881343164103,3.2979520451024302,4.430558138098956,0.015188192061559812,NA,2.4099523806999126,1
