ID,Gene,Chromosome,Start,End,Strand,Length,BioType,Description,Mock_1,Mock_2,Mock_3,Flg22_SynCom35_1,Flg22_SynCom35_2,Flg22_SynCom35_3,Flg22_SynCom35_vs_Mock_pvalue,Flg22_SynCom35_vs_Mock_padj,Flg22_SynCom35_vs_Mock_log2FoldChange,cl
AT1G08060.1,MOM,1,2501704,2511084,-,9380,protein_coding,ATP-dependent helicase family protein [Source:TAIR;Acc:AT1G08060],1.1091829133441469,0.9400509454986085,0,4.468567877082828,0,6.231873506938505,0.004424470964215054,0.07567770778897429,5.547455380022677,7
AT1G52000.1,JAL5,1,19333088,19336135,-,3047,protein_coding,Jacalin-related lectin 5 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZU23],1.1091829133441469,0.9400509454986085,0,2.386246063871011,2.586426868686737,2.369113160859128,0.05037992882049618,NA,2.7307913791677483,7
AT5G38990.1,,5,15608685,15611664,+,2979,protein_coding,Probable receptor-like protein kinase At5g38990 [Source:UniProtKB/Swiss-Prot;Acc:Q9FID9],1.1091829133441469,0,0.9647332386523773,2.0603810187887097,1.5861341139788006,2.115362137241898,0.14611135389786067,NA,2.073667920850232,7
AT2G05520.1,GRP3,2,2025991,2027283,+,1292,protein_coding,Glycine-rich protein 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9SL15],5.15854023872204,3.5877432418836714,4.020345890600543,5.8334055487959136,6.268520798680233,6.868159807841765,0.0027160474899808333,0.053735748777926716,2.0362662760427077,7
AT2G47010.3,,2,19317126,19319364,+,2238,protein_coding,At2g47010/F14M4.16 [Source:UniProtKB/TrEMBL;Acc:Q944A3],0,4.054512659874297,3.106619824651407,5.435612797381129,5.323641257654937,3.9998597448093136,0.036845578685476374,0.2713385319733883,2.0296644298610698,7
AT5G38430.2,RBCS-1B,5,15384085,15385247,-,1162,protein_coding,"Ribulose bisphosphate carboxylase small chain 1B, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P10796]",2.989757764903248,0,1.9467712125878611,2.651899147203497,3.5865732237663193,4.209311846816011,0.08390008206283386,NA,1.836577100088504,7
AT5G56850.8,,5,22985193,22987029,-,1836,protein_coding,unknown protein; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - /.../(source: NCBI BLink). [Source:TAIR;Acc:AT5G56850],0,0.9400509454986085,0.9647332386523769,0,2.0013179980374125,2.115362137241897,0.3184652725173549,NA,1.7248050296077446,7
AT5G14030.5,,5,4526779,4529168,+,2389,protein_coding,Translocon-associated protein subunit beta [Source:UniProtKB/TrEMBL;Acc:Q94BY3],0,2.70300674632173,1.9467712125878613,3.8817474188631054,0,3.922692398067013,0.15878685765049105,NA,1.7084055999609071,7
AT5G43430.1,ETFBETA,5,17453581,17455296,+,1715,protein_coding,electron transfer flavoprotein beta [Source:TAIR;Acc:AT5G43430],0,6.254081341748621,0.9647332386523773,6.949658954219935,6.249661471356859,5.386435023628615,0.29830436610236233,0.701638758369381,1.6416664858603793,7
AT3G55130.1,ABCG19,3,20433839,20436453,-,2614,protein_coding,ABC transporter G family member 19 [Source:UniProtKB/Swiss-Prot;Acc:Q9M3D6],3.652181693117092,0,1.5377459377206832,3.0702033232379513,4.00164730949532,4.209311846816012,0.10141230585972605,NA,1.6212465109094913,7
AT5G13750.1,ZIFL1,5,4437804,4441701,+,3897,protein_coding,ZIFL1 [Source:UniProtKB/TrEMBL;Acc:A0A178UFA6],3.185968080546225,2.89339559201044,3.840346053470231,4.53585085958,4.171584506214837,5.549317408074933,0.019973928634900995,0.1932955652045246,1.6146559026150562,7
AT1G06130.1,GLX2-4,1,1857757,1860938,-,3181,protein_coding,GLX2-4 [Source:UniProtKB/TrEMBL;Acc:A0A178WGQ2],0,2.483617156311411,2.52569632892835,2.651899147203497,2.586426868686737,4.272876627007833,0.1999310218767373,NA,1.5962640782995754,7
AT1G32900.1,GBSS1,1,11920390,11923866,-,3476,protein_coding,"Granule-bound starch synthase 1, chloroplastic/amyloplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9MAQ0]",2.160824389871925,1.909115617155277,2.7463591325539527,3.532302186651767,3.5865732237663193,3.8411630860922368,0.1406838585909339,NA,1.5480111113185184,7
