ID,cl,GeneID,Gene,Description
AT4G35350.1,10,AT4G35350,XCP1,Cysteine protease XCP1 [Source:UniProtKB/Swiss-Prot;Acc:O65493]
AT5G60020.1,10,AT5G60020,LAC17,Laccase-17 [Source:UniProtKB/Swiss-Prot;Acc:Q9FJD5]
AT1G30750.1,10,AT1G30750,AT1G30750,TPRXL [Source:UniProtKB/TrEMBL;Acc:Q949S2]
AT2G03090.1,10,AT2G03090,EXPA15,Expansin-A15 [Source:UniProtKB/Swiss-Prot;Acc:O80622]
AT4G30190.2,10,AT4G30190,HA2,Plasma membrane ATPase [Source:UniProtKB/TrEMBL;Acc:F4JPJ7]
AT1G58370.1,5,AT1G58370,RXF12,glycosyl hydrolase family 10 protein / carbohydrate-binding domain-containing protein [Source:TAIR;Acc:AT1G58370]
AT1G58370.2,10,AT1G58370,RXF12,glycosyl hydrolase family 10 protein / carbohydrate-binding domain-containing protein [Source:TAIR;Acc:AT1G58370]
AT5G47450.1,10,AT5G47450,TIP2-3,Aquaporin TIP2-3 [Source:UniProtKB/Swiss-Prot;Acc:Q9FGL2]
AT5G51500.1,10,AT5G51500,PME60,Probable pectinesterase/pectinesterase inhibitor 60 [Source:UniProtKB/Swiss-Prot;Acc:Q9FHN4]
AT1G65310.1,10,AT1G65310,ATXTH17,xyloglucan endotransglucosylase/hydrolase 17 [Source:TAIR;Acc:AT1G65310]
AT5G03260.1,10,AT5G03260,LAC11,Laccase-11 [Source:UniProtKB/Swiss-Prot;Acc:Q8VZA1]
